intron	logef	control	TDP_negative	deltapsi
chr1:6159515:6168150:clu_6183_NA	-0.262734072179387	0.998217163601447	0.996988488551407	-0.00122867505003976
chr1:6162383:6168150:clu_6183_NA	0.262734072179387	0.0017828363985533	0.0030115114485931	0.00122867505003981
chr1:6168274:6179945:clu_6184_NA	0.166146396571525	0.034392629482736	0.0414314820395247	0.00703885255678864
chr1:6168277:6179945:clu_6184_NA	0.0675296074297768	0.629469760986238	0.687086210025632	0.0576164490393942
chr1:6186816:6192930:clu_6184_NA	-0.233676004001302	0.336137609531026	0.271482307934843	-0.0646553015961829
chr1:6197756:6199562:clu_6185_NA	0.256408063867136	0.153713648364861	0.232731708985879	0.0790180606210183
chr1:6197756:6200489:clu_6185_NA	-0.256408063867136	0.846286351635139	0.767268291014121	-0.0790180606210182
chr1:6462663:6462863:clu_6192_NA	-0.110241466249231	0.351593665987212	0.303111576439623	-0.048482089547589
chr1:6462666:6462863:clu_6192_NA	0.110241466249231	0.648406334012788	0.696888423560377	0.0484820895475888
chr1:6533441:6541830:clu_6195_NA	-0.0526082628142054	0.564064723679063	0.57705084369416	0.0129861200150972
chr1:6533441:6549571:clu_6195_NA	1.43624093620132	0.00886962695072728	0.0402151308364261	0.0313455038856988
chr1:6541927:6544826:clu_6195_NA	0.0207813592911272	0.251412542388052	0.276786426109999	0.0253738837219469
chr1:6545002:6549571:clu_6195_NA	-1.3292290312227	0.0975651321364423	0.0278452051676011	-0.0697199269688412
chr1:6545180:6549571:clu_6195_NA	-0.0751850014555396	0.0780879748457153	0.0781023941918135	1.44193460981656e-05
chr1:6644669:6645041:clu_6199_NA	0.408963442445852	0.0364450911811754	0.0789357318955012	0.0424906407143258
chr1:6644674:6645041:clu_6199_NA	-0.408963442445852	0.963554908818825	0.921064268104499	-0.0424906407143257
chr1:6785575:6820181:clu_6202_NA	0.0499566927557107	0.298221297875035	0.314904245351813	0.0166829474767778
chr1:6785575:6825092:clu_6202_NA	-0.0200295705343134	0.098246133463959	0.0967298867110234	-0.00151624675293564
chr1:6820250:6825092:clu_6202_NA	-0.0299271222213972	0.603532568661006	0.588365867937164	-0.0151667007238422
chr1:7737570:7737959:clu_6209_NA	-0.0920831755880279	0.379262935277539	0.33696600532457	-0.0422969299529685
chr1:7737570:7738298:clu_6209_NA	0.0920831755880279	0.620737064722461	0.663033994675429	0.0422969299529685
chr1:7745022:7745845:clu_6210_NA	-0.479113071056643	0.984015399788999	0.965747537072836	-0.0182678627161633
chr1:7745022:7745848:clu_6210_NA	1.06543424571247	0.00542329473100345	0.0249409675755052	0.0195176728445018
chr1:7745022:7745887:clu_6210_NA	-0.586321174655827	0.0105613054799972	0.00931149535165872	-0.00124981012833848
chr1:7745992:7747710:clu_6211_NA	0.306872267158319	0.00878136685569035	0.0161023204179307	0.00732095356224035
chr1:7746091:7747710:clu_6211_NA	-0.306872267158319	0.99121863314431	0.983897679582069	-0.00732095356224038
chr1:7747781:7749771:clu_6212_NA	-0.0378656551268704	0.353669563923325	0.343103868870372	-0.0105656950529535
chr1:7747781:7751199:clu_6212_NA	0.114603257271615	0.273312016612235	0.308818324378884	0.0355063077666486
chr1:7749791:7751199:clu_6212_NA	-0.0767376021447441	0.373018419464439	0.348077806750744	-0.0249406127136951
chr1:7752533:7755638:clu_6213_NA	0.0513395612303228	0.322294656846008	0.276335948487159	-0.0459587083588492
chr1:7752533:7766459:clu_6213_NA	0.373740915895889	0.389647120694849	0.461182565480711	0.071535444785862
chr1:7755668:7760603:clu_6213_NA	0.37997167871886	0.00576286618630465	0.00686350462749158	0.00110063844118693
chr1:7755668:7766459:clu_6213_NA	0.148638154311955	0.264619790442107	0.250070719404943	-0.0145490710371633
chr1:7760781:7766459:clu_6213_NA	-0.953690310157027	0.0176755658307324	0.00554726199969577	-0.0121283038310367
chr1:7773511:7777160:clu_6214_NA	-0.313740688676769	0.168443431626536	0.0975999698795951	-0.0708434617469408
chr1:7777318:7778118:clu_6214_NA	0.313740688676769	0.831556568373464	0.902400030120405	0.0708434617469408
chr1:7788246:7793957:clu_6217_NA	0.15628272478509	0.733205303307875	0.789765378901988	0.0565600755941129
chr1:7788246:7793960:clu_6217_NA	-0.15628272478509	0.266794696692126	0.210234621098012	-0.0565600755941131
chr1:7801191:7803047:clu_6219_NA	0.0646518332672783	0.445438661807991	0.477561531576911	0.0321228697689207
chr1:7803153:7803692:clu_6219_NA	-0.0646518332672783	0.554561338192009	0.522438468423088	-0.0321228697689208
chr1:7803848:7808893:clu_6220_NA	-0.147891970800249	0.623244295798098	0.551703927886042	-0.0715403679120565
chr1:7808998:7809893:clu_6220_NA	0.147891970800249	0.376755704201902	0.448296072113959	0.0715403679120566
chr1:7810567:7819285:clu_6221_NA	0.395222569865278	0.250542744864387	0.42426857225147	0.173725827387083
chr1:7810588:7819285:clu_6221_NA	-0.395222569865278	0.749457255135613	0.57573142774853	-0.173725827387083
chr1:7837149:7842626:clu_6225_NA	-0.152430886127497	0.0641505286612636	0.0481042916306957	-0.0160462370305679
chr1:7837149:7842672:clu_6225_NA	0.152430886127497	0.935849471338736	0.951895708369304	0.016046237030568
chr1:8422807:8423167:clu_6228_NA	-0.164148110275197	0.0405456260838888	0.0168243651264154	-0.0237212609574734
chr1:8422807:8423561:clu_6228_NA	-0.111403138839961	0.0198876362220633	0.00869930768104678	-0.0111883285410165
chr1:8422807:8424788:clu_6228_NA	-1.27602358825444	0.0279371487905081	0.00381325080099445	-0.0241238979895136
chr1:8422807:8465925:clu_6228_NA	0.813073135974286	0.476807694495996	0.52570211475087	0.0488944202548742
chr1:8466023:8495063:clu_6228_NA	0.738501701395314	0.434821894407544	0.444960961640674	0.0101390672331294
chr1:8508675:8525759:clu_6229_NA	-0.0919845934831404	0.551383001807097	0.505572511958633	-0.0458104898484635
chr1:8508675:8541214:clu_6229_NA	0.0919845934831404	0.448616998192903	0.494427488041367	0.0458104898484634
chr1:8557523:8614561:clu_6231_NA	0.512390460770753	0.143229817198781	0.172165666777865	0.028935849579084
chr1:8557523:8624310:clu_6231_NA	-1.1332924529556	0.0359761533029161	0.0083409751639629	-0.0276351781389532
chr1:8614686:8624310:clu_6231_NA	0.275520817511806	0.223965031838972	0.21243308129789	-0.0115319505410821
chr1:8624380:8655973:clu_6231_NA	0.345381174673039	0.59682899765933	0.607060276760282	0.0102312791009512
chr1:9736042:9737498:clu_6234_NA	0.466017019683638	0.611050924897395	0.627520438903092	0.0164695140056964
chr1:9736042:9741094:clu_6234_NA	-0.885977661909523	0.0125499066945576	0.0033344724774843	-0.00921543421707335
chr1:9737554:9741094:clu_6234_NA	0.419960642225885	0.376399168408047	0.369145088619424	-0.00725407978862297
chr1:9755309:9756481:clu_6235_NA	-0.431037282923766	0.142279594980653	0.0475242281698502	-0.0947553668108029
chr1:9755309:9773272:clu_6235_NA	0.862152177630792	0.753988489519242	0.917829928009161	0.163841438489918
chr1:9756510:9773272:clu_6235_NA	-0.431114894707026	0.103731915500105	0.0346458438209892	-0.0690860716791155
chr1:10105744:10106197:clu_6239_NA	0.19226911256141	0.0246452189522997	0.0393392839545428	0.0146940650022431
chr1:10105744:10117459:clu_6239_NA	-0.302367317723533	0.952647521116565	0.927274120993246	-0.0253734001233191
chr1:10106583:10117459:clu_6239_NA	0.110098205162123	0.0227072599311355	0.0333865950522116	0.0106793351210761
chr1:10117600:10119513:clu_6240_NA	-0.0598632939310433	0.413988662670154	0.421035113003337	0.00704645033318296
chr1:10117600:10121962:clu_6240_NA	-0.0729722377090289	0.00685523134381602	0.006881115409443	2.58840656269781e-05
chr1:10117600:10126794:clu_6240_NA	0.460647247390658	0.00284590403776243	0.00487085247293833	0.0020249484351759
chr1:10119613:10121962:clu_6240_NA	-0.0422145039211463	0.351937730073613	0.364301088588873	0.0123633585152598
chr1:10119613:10126794:clu_6240_NA	-0.0942706793250446	0.0311474158265066	0.0306061675568592	-0.000541248269647406
chr1:10122076:10126794:clu_6240_NA	-0.191326532504395	0.193225056048148	0.17230566296855	-0.0209193930795982
chr1:10130813:10132369:clu_6242_NA	-0.203131580796402	0.187511721274908	0.183060357034655	-0.0044513642402528
chr1:10135186:10137067:clu_6242_NA	-0.0840650161678279	0.355890981238128	0.391374764337404	0.0354837830992757
chr1:10135186:10144940:clu_6242_NA	0.910644984781346	0.0031901340001416	0.00948597174838541	0.00629583774824381
chr1:10137205:10144940:clu_6242_NA	-0.20801637519032	0.319283779918781	0.310185363812441	-0.00909841610634043
chr1:10147090:10149184:clu_6242_NA	-0.415432012626796	0.134123383568042	0.105893543067115	-0.0282298405009263
chr1:10272306:10273014:clu_6244_NA	0.0413864619354063	0.523640600206094	0.544235513800062	0.0205949135939678
chr1:10273031:10275428:clu_6244_NA	-0.0413864619354063	0.476359399793906	0.455764486199938	-0.0205949135939678
chr1:10278128:10279097:clu_6245_NA	0.174690032986613	0.425974201044695	0.47156739642406	0.0455931953793653
chr1:10279138:10282322:clu_6245_NA	-0.000625154388650378	0.541272550590679	0.502849541851997	-0.0384230087386811
chr1:10279138:10282400:clu_6245_NA	-0.174064878597963	0.0327532483646266	0.0255830617239425	-0.00717018664068414
chr1:10324895:10326111:clu_6250_NA	-0.0450031823636243	0.494238180627099	0.471766399951524	-0.0224717806755748
chr1:10326359:10334520:clu_6250_NA	0.0450031823636243	0.505761819372901	0.528233600048476	0.0224717806755748
chr1:10343287:10345845:clu_6251_NA	0.102545816088261	0.453159775940256	0.444021298549924	-0.00913847739033136
chr1:10343287:10347761:clu_6251_NA	-0.246827273579991	0.00807290304522771	0.00557765157069186	-0.00249525147453585
chr1:10345953:10347761:clu_6251_NA	0.14428145749173	0.538767321014517	0.550401049879384	0.0116337288648672
chr1:10348733:10352631:clu_6252_NA	-0.28945445456558	0.574628916277595	0.557480379609967	-0.0171485366676283
chr1:10348733:10360929:clu_6252_NA	0.525987208074818	0.00633848188191463	0.0138985398984081	0.00756005801649346
chr1:10352736:10360929:clu_6252_NA	-0.236532753509238	0.41903260184049	0.428621080491625	0.00958847865113488
chr1:10365245:10365409:clu_6254_NA	-0.0185423170011353	0.414538389187149	0.405567544740539	-0.00897084444661062
chr1:10365648:10368467:clu_6254_NA	0.0185423170011352	0.585461610812851	0.594432455259461	0.00897084444661067
chr1:10374465:10374854:clu_6255_NA	0.077958641598624	0.365164084555137	0.402008698326115	0.0368446137709778
chr1:10375046:10375255:clu_6255_NA	-0.077958641598624	0.634835915444863	0.597991301673885	-0.0368446137709777
chr1:11013965:11016844:clu_6259_NA	0.560122272266811	0.45863317867627	0.545639509713136	0.0870063310368667
chr1:11013965:11018733:clu_6259_NA	0.277731049245288	0.0064179916189053	0.00575703057905671	-0.000660961039848584
chr1:11016254:11016844:clu_6259_NA	-1.06100479668857	0.0093860661357569	0.00220738155894221	-0.00717868457681468
chr1:11017007:11018733:clu_6259_NA	0.223151475176471	0.525562763569068	0.446396078148865	-0.0791666854202034
chr1:11055084:11055781:clu_6262_NA	-0.281848995343057	0.671569699294236	0.537826380580521	-0.133743318713715
chr1:11055926:11056011:clu_6262_NA	0.281848995343057	0.328430300705764	0.462173619419479	0.133743318713715
chr1:11070973:11072087:clu_6263_NA	0.205535321388196	0.943023051579756	0.961488088657432	0.018465037077676
chr1:11070988:11072087:clu_6263_NA	-0.205535321388196	0.0569769484202444	0.0385119113425684	-0.018465037077676
chr1:11072171:11073934:clu_6264_NA	0.246905377847943	0.475977973215043	0.507091917915918	0.0311139447008745
chr1:11072171:11074231:clu_6264_NA	-0.376437008764315	0.00941259313793924	0.00537644195115807	-0.00403615118678117
chr1:11074008:11074231:clu_6264_NA	0.129531630916373	0.514609433647018	0.487531640132924	-0.0270777935140932
chr1:11077651:11079711:clu_6266_NA	-0.945181923435989	0.558318369804671	0.389876725924613	-0.168441643880058
chr1:11077651:11080499:clu_6266_NA	1.27741985347609	0.00791263510294743	0.0510070513923178	0.0430944162893703
chr1:11079822:11080499:clu_6266_NA	-0.332237930040105	0.433768995092381	0.559116222683069	0.125347227590688
chr1:11081238:11082534:clu_6267_NA	-0.648706974860179	0.136626239697156	0.0695547274278576	-0.0670715122692987
chr1:11081238:11082688:clu_6267_NA	0.260832448969439	0.261967239099256	0.331167319850417	0.0692000807511616
chr1:11081238:11087448:clu_6267_NA	0.922557050495775	0.0345448927493467	0.0846384461968576	0.0500935534475109
chr1:11082768:11087448:clu_6267_NA	-0.472940060596404	0.0141942469715653	0.00861468686317458	-0.00557956010839072
chr1:11082878:11087448:clu_6267_NA	-0.0617424640086315	0.552667381482676	0.506024819661693	-0.046642561820983
chr1:11088198:11090554:clu_6269_NA	0.122089937175056	0.304375482035893	0.31498176807879	0.0106062860428969
chr1:11088198:11091014:clu_6269_NA	-0.197660871304671	0.00900055509017744	0.0067651749622603	-0.00223538012791714
chr1:11090668:11091014:clu_6269_NA	0.0755709341296146	0.68662396287393	0.67825305695895	-0.0083709059149798
chr1:11133197:11134351:clu_6272_NA	-0.0192238187300496	0.517349237637909	0.507743676825902	-0.00960556081200648
chr1:11134466:11139304:clu_6272_NA	0.0192238187300497	0.482650762362091	0.492256323174098	0.00960556081200664
chr1:11228918:11230925:clu_6275_NA	0.0690212576414066	0.586679344663975	0.659269178577125	0.0725898339131492
chr1:11228918:11232436:clu_6275_NA	0.209890178640102	0.0254966217603705	0.0329855105686141	0.00748888880824366
chr1:11231434:11232436:clu_6275_NA	-0.278911436281509	0.387824033575654	0.307745310854261	-0.0800787227213928
chr1:11833638:11833877:clu_6286_NA	-0.324478582860775	0.232154684059557	0.158373912675609	-0.0737807713839488
chr1:11834030:11834236:clu_6286_NA	0.202418737489757	0.257308210970958	0.297295571202616	0.0399873602316581
chr1:11834395:11834484:clu_6286_NA	0.122059845371018	0.510537104969484	0.544330516121775	0.0337934111522908
chr1:11837156:11837343:clu_6287_NA	-0.25571953363376	0.918558213257016	0.871185071230501	-0.0473731420265152
chr1:11837156:11837377:clu_6287_NA	0.25571953363376	0.0814417867429841	0.128814928769499	0.0473731420265153
chr1:11980484:11981970:clu_6292_NA	-0.290740435793441	0.201198894919276	0.15579210208553	-0.0454067928337464
chr1:11980484:11981974:clu_6292_NA	-0.0594814188841615	0.0375066804462265	0.0365984750044842	-0.000908205441742367
chr1:11980484:11989165:clu_6292_NA	0.381033731336285	0.058247999322774	0.0882975540115918	0.0300495546888178
chr1:11982114:11982523:clu_6292_NA	0.0108904469429057	0.0935673726081304	0.0979582253592862	0.00439085275115578
chr1:11982114:11989165:clu_6292_NA	-0.0136792720929775	0.524234941949106	0.535515376509008	0.0112804345599022
chr1:11982590:11989165:clu_6292_NA	-0.0280230515086099	0.085244110754487	0.0858382670300999	0.000594156275612975
chr1:12267920:12268706:clu_6293_NA	0.0611057846903486	0.362059585520314	0.370019731211579	0.00796014569126496
chr1:12268863:12270994:clu_6293_NA	-0.11435761635497	0.107910457116969	0.0925349040168382	-0.015375553100131
chr1:12268876:12270994:clu_6293_NA	0.0532518316646219	0.530029957362717	0.537445364771583	0.00741540740886604
chr1:12335827:12338231:clu_6298_NA	-0.148448616371703	0.467687765769063	0.445536816623977	-0.0221509491450862
chr1:12338305:12341780:clu_6298_NA	0.232022345480655	0.0354565201419898	0.0494151521804542	0.0139586320384644
chr1:12338305:12341783:clu_6298_NA	-0.0835737291089523	0.496855714088947	0.505048031195569	0.00819231710662183
chr1:12356524:12358459:clu_6299_NA	-0.0639115110546255	0.382952393745248	0.447869534709326	0.0649171409640782
chr1:12356524:12362720:clu_6299_NA	0.45580309951399	0.0287086792351453	0.0564584737296868	0.0277497944945416
chr1:12358601:12362720:clu_6299_NA	-0.391891588459365	0.588338927019607	0.495671991560987	-0.0926669354586198
chr1:12401704:12402568:clu_6302_NA	-1.12040318154026	0.0270782378909316	0.00295181266233733	-0.0241264252285943
chr1:12401704:12403825:clu_6302_NA	1.12040318154026	0.972921762109068	0.997048187337663	0.0241264252285941
chr1:13731117:13732779:clu_6304_NA	-0.0120391191239552	0.286015798815308	0.281124203046304	-0.00489159576900366
chr1:13742157:13749361:clu_6304_NA	0.0120391191239552	0.713984201184693	0.718875796953696	0.00489159576900355
chr1:13749487:13769039:clu_6305_NA	-0.980628206127238	0.125008954780835	0.0469291286334842	-0.0780798261473513
chr1:13749487:13769118:clu_6305_NA	0.139382598214097	0.0177616067050981	0.0204361051079008	0.00267449840280271
chr1:13749487:13773078:clu_6305_NA	0.145102898848494	0.480792972580602	0.556363056949728	0.0755700843691257
chr1:13769173:13773078:clu_6305_NA	-0.234273156134477	0.256606793556276	0.203192370121732	-0.0534144234345436
chr1:13782831:13786515:clu_6305_NA	0.759891105809988	0.0323674818950235	0.0692641027958656	0.036896620900842
chr1:13782831:13816427:clu_6305_NA	0.170524759389136	0.0874621904821653	0.10381523639129	0.0163530459091243
chr1:15345523:15349042:clu_6307_NA	0.967593682044162	0.0661804698491119	0.214258800119552	0.148078330270441
chr1:15345523:15352877:clu_6307_NA	-0.308693657689433	0.2113451757582	0.190948658805822	-0.0203965169523778
chr1:15349149:15352877:clu_6307_NA	-0.169898298215729	0.175390659203235	0.182057591289012	0.00666693208577762
chr1:15352984:15358110:clu_6307_NA	-0.489001726139001	0.547083695189454	0.412734949785613	-0.13434874540384
chr1:15651895:15656617:clu_6316_NA	-0.315195937498898	0.532424662007175	0.377420600284548	-0.155004061722627
chr1:15656679:15659837:clu_6316_NA	0.315195937498898	0.467575337992825	0.622579399715452	0.155004061722627
chr1:15719920:15721329:clu_6317_NA	0.142031588879255	0.402779728679843	0.454525083257421	0.0517453545775781
chr1:15719920:15725317:clu_6317_NA	-0.359257141470382	0.339760513347992	0.232250268502986	-0.107510244845007
chr1:15721388:15725317:clu_6317_NA	0.217225552591127	0.257459757972165	0.313224648239594	0.0557648902674286
chr1:15876678:15909321:clu_6320_NA	0.441531523248825	0.9265038240229	0.96823924622176	0.0417354221988597
chr1:15876678:15909324:clu_6320_NA	-0.441531523248825	0.0734961759771	0.0317607537782403	-0.0417354221988597
chr1:15938006:15938718:clu_6321_NA	-0.0952721440928865	0.603400509538521	0.557028248310396	-0.046372261228125
chr1:15938876:15939296:clu_6321_NA	0.0952721440928865	0.396599490461479	0.442971751689604	0.046372261228125
chr1:16315435:16316437:clu_6325_NA	0.307341281514337	0.648205848417183	0.773090466645537	0.124884618228354
