Gene ID	LSV ID	LSV Type	E(PSI) per LSV junction	StDev(E(PSI)) per LSV junction	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
PHF14	PHF14:s:10974835-10974945	s|1e1.1o1|1e2.1o1	0.93412936;0.06587063	0.03961713628187285;0.03961700283064285	False	False	True	2	3	10974945-10982372;10974945-10990703	
PHF14	PHF14:t:10990703-10990847	t|1e1.1o1|1e2.1o1	0.2860412;0.7139588	0.1446033665894847;0.14460345498062765	False	False	True	2	3	10974945-10990703;10983159-10990703	
FUBP3	FUBP3:t:130595483-130595588	t|1e1.1o1|1e2.1o1	0.11126374;0.88873625	0.10184449507629648;0.10184430593523565	False	False	True	2	3	130579764-130595483;130581513-130595483	
ADAR	ADAR:s:154590184-154590409	s|1e1.1o1|2e1.1o1	0.010310374;0.9896896	0.012148642394593661;0.01215032509261433	True	False	False	2	2	154589928-154590262;154589928-154590184	
LINC00265	LINC00265:s:39733568-39734044	s|1e1.1o1|1e2.1o1	0.77013516;0.22986487	0.08397491997298277;0.0839747766614059	False	False	True	2	3	39734044-39763548;39734044-39767404	
PTPN4	PTPN4:t:119932424-119932549	t|1e1.1o1|1e2.1o1	0.26844597;0.73155403	0.04918067241658656;0.04918096220800873	False	False	True	2	3	119920241-119932424;119926666-119932424	
TCP1	TCP1:t:159783941-159784067	t|1e1.1o1|1e2.1o1	0.03152403;0.968476	0.021870192637361733;0.021871459492410265	False	False	True	2	3	159784067-159787743;159784067-159784666	
UVRAG	UVRAG:t:75983387-75983513	t|1e1.1o1|1e2.1o1	0.9196558;0.0803442	0.03847216674930931;0.03847155866639685	False	False	True	2	3	75961549-75983387;75980038-75983387	
PHF14	PHF14:s:11061791-11061851	s|1e1.1o1|2e1.1o1	0.96035385;0.039646193	0.026514445604884872;0.026514589019562013	True	False	False	2	2	11061841-11061964;11061851-11061964	
FUBP3	FUBP3:s:130632202-130632278	s|1e1.1o1|1e2.1o1	0.9230263;0.076973684	0.08553544166908325;0.08553537471695966	False	False	True	2	3	130632278-130634667;130632278-130635999	
THUMPD2	THUMPD2:s:39755889-39755960	s|1e1.1o1|1e2.1o1	0.8055556;0.19444445	0.11632701052411747;0.11632702846595194	False	False	True	2	3	39755409-39755889;39744478-39755889	
FHOD3	FHOD3:s:36625511-36625749	s|1e1.1o1|1e2.1o1	0.7679477;0.23205236	0.10642014914682082;0.10642015964864304	False	False	True	2	3	36625749-36658075;36625749-36681436	
AC019118.2	AC019118.2:s:2948270-2948373	s|1e1.1o1|1e2.1o1	0.4675;0.5325	0.13337915365965158;0.13337912079485673	False	False	True	2	3	2942711-2948270;2897304-2948270	
BMP2K	BMP2K:t:78910610-78916365	t|1e1.1o1|1e2.1o1	0.6931818;0.3068182	0.09441653254046171;0.09441642321873739	False	False	True	2	3	78878891-78910610;78887284-78910610	
LINC00265	LINC00265:t:39767404-39767670	t|1e1.1o1|1e2.1o1	0.2676495;0.73235047	0.10279901218025315;0.10279905403369041	False	False	True	2	3	39734044-39767404;39763671-39767404	
FUBP3	FUBP3:t:130635999-130636126	t|1e1.1o1|1e2.1o1	0.075;0.925	0.07806855865938041;0.07806864660740556	False	False	True	2	3	130632278-130635999;130634738-130635999	
LINC00265	LINC00265:s:39782735-39782799	s|1e1.1o1|1e2.1o1	0.083333336;0.9166667	0.09243165258163946;0.09243181280518618	False	False	True	2	3	39782799-39788482;39782799-39789354	
ANKRD20A4	ANKRD20A4:s:64373464-64373637	s|1e1.1o1|1e2.1o1	0.9360577;0.06394231	0.0350162499554317;0.03501624095614426	False	False	True	2	3	64373637-64377521;64373637-64378674	
MICU2	MICU2:t:21514353-21514418	t|1e1.1o1|1e2.1o1	0.35565478;0.6443452	0.13256637679873956;0.13256641794202625	False	False	True	2	3	21514418-21521245;21514418-21515534	
PPFIA1	PPFIA1:s:70331960-70332094	s|1e1.1o1|1e2.1o1	0.6835533;0.31644672	0.08038149646671756;0.08038158844117166	False	False	True	2	3	70332094-70333022;70332094-70333470	
MICU2	MICU2:s:21502926-21503097	s|1e1.1o1|1e2.1o1	0.89191175;0.10808824	0.05451232813250032;0.054512229288604566	False	False	True	2	3	21496160-21502926;21495318-21502926	
PHF14	PHF14:s:11061964-11062085	s|1e1.1o1|1e2.1o1|1e3.1o1	0.17555556;0.740873;0.080882356	0.10063695862608193;0.1256840881733023;0.07383009702806338	False	False	True	3	4	11062085-11062671;11062085-11102486;11062085-11111350	
UBTF	UBTF:s:44212819-44212939	s|1e1.1o1|1e2.1o1	0.6757353;0.3242647	0.1541596595582949;0.15415968396000743	False	False	True	2	3	44212454-44212819;44212006-44212819	
SMG1P1	SMG1P1:s:22437008-22437492	s|1e1.1o1|1e2.1o1	0.8660287;0.1339713	0.1093162465760058;0.10931628572028235	False	False	True	2	3	22437492-22451620;22437492-22454702	
LINC00265	LINC00265:t:39789354-39789544	t|1e1.1o1|1e2.1o1	0.6325251;0.3674749	0.13365730851110716;0.1336573387952343	False	False	True	2	3	39782799-39789354;39788604-39789354	
METAP2	METAP2:s:95474046-95474330	s|1e1.1o2|1e1.2o2	0.80801284;0.19198719	0.07475073256870172;0.07475076079742352	False	True	False	2	2	95474330-95476071;95474330-95476074	
KHDRBS2	KHDRBS2:s:62177185-62177312	s|1e1.1o1|1e2.1o1	0.054175295;0.9458247	0.021909754224507305;0.021909367249773052	False	False	True	2	3	62152312-62177185;62047994-62177185	
AC019118.2	AC019118.2:t:2936919-2937233	t|1e2.1o1|2e3.1o1|3e1.1o1	0.1401721;0.44927534;0.4095652	0.08852587510091718;0.1456117996894633;0.14546379547979427	False	True	True	3	4	2937233-2937266;2937223-2937256;2937191-2937414	
MICU2	MICU2:t:21495161-21495318	t|1e1.1o1|1e2.1o1	0.16240409;0.83759594	0.07427527499558279;0.074275038091816	False	False	True	2	3	21495318-21502926;21495318-21496052	
DDX3Y	DDX3Y:t:12907537-12907594	t|1e1.1o1|1e2.1o1	0.9333215;0.066678524	0.05750514397037161;0.05750560590658353	False	False	True	2	3	12904981-12907537;12905815-12907537	
THUMPD2	THUMPD2:t:39755889-39755960	t|1e1.1o1|1e2.1o1	0.21714285;0.7828571	0.13015583648404502;0.1301558499347071	False	False	True	2	3	39755960-39761331;39755960-39757248	
UVRAG	UVRAG:t:76016815-76016980	t|1e1.1o1|1e2.1o1	0.9502561;0.04974389	0.04088287716694128;0.04088125586850565	False	False	True	2	3	76008867-76016815;76013102-76016815	
AC019118.2	AC019118.2:t:2897188-2897304	t|1e1.1o1|1e2.1o1	0.48380566;0.51619434	0.14609045889050928;0.14609048868893978	False	False	True	2	3	2897304-2965814;2897304-2948270	
SOGA3	SOGA3:s:127446408-127447740	s|1e1.1o1|2e1.1o1	0.11203013;0.88796985	0.05259953543188496;0.05259914087412396	True	False	False	2	2	127444282-127446872;127444282-127446408	
PCDH17	PCDH17:s:57666468-57666526	s|1e1.1o2|1e1.2o2	0.96295726;0.037042685	0.03725504301219667;0.037255463289918536	False	True	False	2	2	57666526-57666661;57666526-57666664	
SMG1P1	SMG1P1:t:22454702-22454865	t|1e1.1o1|1e2.1o1	0.10869565;0.8913044	0.08753122743784737;0.08753126104108183	False	False	True	2	3	22437492-22454702;22451658-22454702	
ANKS1A	ANKS1A:s:34970010-34970166	s|1e1.1o1|1e2.1o1	0.1974941;0.8025059	0.047200932947622294;0.04720148481601408	False	False	True	2	3	34970166-34972581;34970166-34981690	
ANKRD20A4	ANKRD20A4:t:64378674-64378811	t|1e1.1o1|1e2.1o1	0.1118912;0.8881088	0.05190442160298783;0.05190453924390172	False	False	True	2	3	64373637-64378674;64377627-64378674	
SHANK1	SHANK1:s:50687582-50687662	s|1e1.1o1|1e2.1o1	0.125;0.875	0.06043259629131125;0.06043247333157984	False	False	True	2	3	50687040-50687582;50686812-50687582	
ANKRD20A4	ANKRD20A4:s:64390717-64390786	s|1e1.1o2|1e1.2o2	0.34848484;0.6515151	0.1292223226963786;0.1292222597500616	False	True	False	2	2	64390786-64394738;64390786-64394741	
SPIN3	SPIN3:s:56995216-56995612	s|1e1.1o1|2e1.1o1|3e1.1o1	0.10858586;0.34802347;0.5416667	0.07294878433064889;0.11637085572758113;0.12091483318056111	True	False	False	3	2	56994949-56995281;56994949-56995242;56994949-56995216	
NAA35	NAA35:t:85942155-85942283	t|1e1.1o1|1e2.1o1	0.47996795;0.52003205	0.15986766616064355;0.15986766512559192	False	False	True	2	3	85941273-85942155;85941874-85942155	
CRCP	CRCP:s:66127704-66127740	s|1e1.1o1|1e2.1o1	0.16666667;0.8333333	0.10355331770418877;0.10355336740699417	False	False	True	2	3	66127740-66130127;66127740-66130744	
KIAA0319L	KIAA0319L:s:35506612-35507135	s|1e1.1o1|1e2.1o1	0.99230766;0.0076923077	0.008513119774159238;0.00851252245785833	False	False	True	2	3	35479212-35506612;35474906-35506612	
DPYSL2	DPYSL2:t:26581969-26582057	t|1e1.1o1|1e2.1o1	0.1408371;0.8591629	0.12131843440640194;0.12131843704897731	False	False	True	2	3	26514679-26581969;26578293-26581969	
DDHD2	DDHD2:s:38245742-38245950	s|1e1.1o1|1e2.1o1	0.55516195;0.44483805	0.1506805119761842;0.15068052493735598	False	False	True	2	3	38245950-38246233;38245950-38247713	
DDHD2	DDHD2:t:38247713-38247835	t|1e1.1o1|1e2.1o1	0.28958333;0.7104167	0.10450231639681853;0.10450221503974745	False	False	True	2	3	38245950-38247713;38246300-38247713	
DDHD2	DDHD2:s:38260040-38260147	s|1e1.1o3|1e1.2o3|1e1.3o3	0.015873017;0.9258894;0.05928854	0.026227028318937386;0.06861650475028021;0.062297084904104016	False	True	False	3	2	38260147-38260564;38260147-38260600;38260147-38261538	
NAA35	NAA35:t:85974967-85975033	t|1e1.1o1|1e2.1o1	0.95454544;0.045454547	0.0639427902923276;0.0639427899748086	False	False	True	2	3	85962180-85974967;85966674-85974967	
KHDRBS2	KHDRBS2:s:61978066-61978212	s|1e1.1o1|1e2.1o1	0.9560697;0.04393029	0.021450217901567967;0.021448749264862097	False	False	True	2	3	61901371-61978066;61894833-61978066	
USP16	USP16:s:29036271-29036374	s|1e1.1o2|1e1.2o2	0.43624434;0.56375563	0.07165349498792396;0.07165345320492908	False	True	False	2	2	29036374-29037276;29036374-29037279	
SHANK1	SHANK1:t:50686744-50686812	t|1e1.1o1|1e2.1o1	0.855;0.14500001	0.05460437355205167;0.054604557951272115	False	False	True	2	3	50686812-50687582;50686812-50687017	
SETD2	SETD2:s:47083720-47084382	s|1e1.1o1|1e2.1o1	0.094936036;0.905064	0.060883485199206513;0.06088368066128657	False	False	True	2	3	47081083-47083720;47067118-47083720	
NRXN3	NRXN3:s:78297831-78297860	s|1e1.1o1|1e2.1o1	0.32725465;0.67274535	0.11993695162155346;0.11993702155655657	False	False	True	2	3	78297860-78300680;78297860-78645120	
CRCP	CRCP:t:66130744-66130842	t|1e1.1o1|1e2.1o1	0.9722222;0.027777778	0.03713175448118428;0.03713143811216433	False	False	True	2	3	66127740-66130744;66130248-66130744	
NAF1	NAF1:s:163137199-163137250	s|1e1.1o1|1e2.1o1	0.9122537;0.08774631	0.08082518554701713;0.08082523282114461	False	False	True	2	3	163133256-163137199;163129348-163137199	
LGALS8	LGALS8:s:236542761-236542787	s|1e1.1o1|1e2.1o1	0.322479;0.677521	0.14592238918161626;0.14592239331605772	False	False	True	2	3	236542787-236542915;236542787-236543560	
KHDRBS2	KHDRBS2:t:61894635-61894833	t|1e1.1o1|1e2.1o1	0.032544397;0.9674556	0.016415751535996344;0.016415369535281003	False	False	True	2	3	61894833-61978066;61894833-61901244	
LGALS8	LGALS8:t:236543560-236543648	t|1e1.1o1|1e2.1o1	0.87286323;0.12713675	0.13323755029719833;0.13323743248796094	False	False	True	2	3	236542787-236543560;236543040-236543560	
SETD2	SETD2:t:47067070-47067118	t|1e1.1o1|1e2.1o1	0.95511496;0.044885058	0.03216405673697585;0.032163992948343	False	False	True	2	3	47067118-47083720;47067118-47079512	
DDX3Y	DDX3Y:s:12916517-12916634	s|1e1.1o2|1e1.2o2	0.9201188;0.0798812	0.04016326692668419;0.04016347756980616	False	True	False	2	2	12916634-12916907;12916634-12916976	
ANKS1A	ANKS1A:s:34981690-34981986	s|1e1.1o1|1e2.1o1	0.32089907;0.6791009	0.06679925589390616;0.06679917077778276	False	False	True	2	3	34981986-34982752;34981986-34983113	
ANKS1A	ANKS1A:t:34981690-34981986	t|1e1.1o1|1e2.1o1	0.83227694;0.16772304	0.044970863756316384;0.04497082406649944	False	False	True	2	3	34970166-34981690;34972643-34981690	
NAF1	NAF1:t:163128669-163129348	t|1e1.1o1|1e2.1o1	0.02348712;0.9765129	0.02140421281244482;0.021406381881157847	False	False	True	2	3	163129348-163137199;163129348-163133154	
UBA6	UBA6:s:67644698-67644778	s|1e1.1o1|1e2.1o1	0.81260043;0.18739955	0.06718464468544523;0.0671846192697942	False	False	True	2	3	67641228-67644698;67639124-67644698	
AC159540.1	AC159540.1:s:97284690-97284785	s|1e1.1o1|1e2.1o1	0.98689383;0.013106171	0.0060209490609899035;0.006017900564386895	False	False	True	2	3	97284785-97284878;97284785-97291540	
TRIP11	TRIP11:s:92039547-92040140	s|1e1.1o2|1e1.2o2	0.94305867;0.056941323	0.03626486376590628;0.03626449384838607	False	True	False	2	2	92033253-92039547;92033250-92039547	
FHOD3	FHOD3:t:36658075-36658188	t|1e1.1o1|1e2.1o1|1e3.1o1	0.86401105;0.084401704;0.04597701	0.07963873038486498;0.06848081491435512;0.0518246731287547	False	False	True	3	4	36625749-36658075;36652929-36658075;36653416-36658075	
KHDRBS2	KHDRBS2:s:61732682-61732764	s|1e1.1o1|1e2.1o1	0.917336;0.08266403	0.03539239551968928;0.03539258503836837	False	False	True	2	3	61697253-61732682;61681060-61732682	
FHOD3	FHOD3:t:36681436-36681570	t|1e1.1o1|1e2.1o1	0.23948413;0.76051587	0.11265618965650318;0.11265613231250537	False	False	True	2	3	36625749-36681436;36658188-36681436	
NRXN3	NRXN3:t:78645120-78645421	t|1e1.1o1|1e2.1o1|1e3.1o1	0.64730644;0.29113245;0.07181187	0.1138729379575447;0.11629826151618473;0.06077944916649852	False	False	True	3	4	78297860-78645120;78300691-78645120;78403878-78645120	
G2E3	G2E3:s:30601999-30602131	s|1e1.1o1|1e2.1o1	0.8798077;0.120192304	0.1039510736173622;0.10395105703296746	False	False	True	2	3	30602131-30605505;30602131-30607888	
KIAA0319L	KIAA0319L:t:35478966-35479212	t|1e1.1o1|1e2.1o1	0.110268876;0.88973117	0.05577355759920993;0.05577297576760845	False	False	True	2	3	35479212-35554350;35479212-35506612	
DOCK10	DOCK10:t:224931549-224931668	t|1e1.1o1|1e2.1o1	0.059027776;0.9409722	0.06514762343504547;0.0651477894267941	False	False	True	2	3	224931668-225042252;224931668-224982207	
TRIP11	TRIP11:s:92014215-92014577	s|1e1.1o1|1e2.1o1	0.5090909;0.4909091	0.09961630599879187;0.09961629141699455	False	False	True	2	3	92011795-92014215;92007852-92014215	
DOCK10	DOCK10:s:224806126-224806237	s|1e1.1o2|1e1.2o2	0.12228261;0.8777174	0.06744667425779455;0.06744619814933477	False	True	False	2	2	224805529-224806126;224805502-224806126	
KHDRBS2	KHDRBS2:t:61697195-61697253	t|1e1.1o1|1e2.1o1	0.9480664;0.051933583	0.026274435976401604;0.02627215790379101	False	False	True	2	3	61697253-61732682;61697253-61707330	
ST7	ST7:t:117099762-117099844	t|1e1.1o1|1e2.1o1	0.115384616;0.88461536	0.08613060976195243;0.08613067879616618	False	False	True	2	3	116953691-117099762;117020629-117099762	
NRXN3	NRXN3:t:78651165-78651326	t|1e1.1o1|1e2.1o1	0.9256629;0.074337125	0.05591526316539037;0.05591496298805029	False	False	True	2	3	78645421-78651165;78649291-78651165	
NRXN3	NRXN3:s:78803620-78803823	s|1e1.1o1|1e2.1o1	0.9213518;0.07864818	0.04344828338541808;0.04344878665342778	False	False	True	2	3	78803823-78810318;78803823-78957242	
KIAA0319L	KIAA0319L:t:35474805-35474906	t|1e1.1o1|1e2.1o1	0.0121951215;0.9878049	0.015328416464272507;0.01532979003096936	False	False	True	2	3	35474906-35506612;35474906-35478966	
ANKS1A	ANKS1A:t:34983113-34983214	t|1e1.1o1|1e2.1o1	0.6385784;0.36142159	0.0734428960055868;0.07344282576915978	False	False	True	2	3	34981986-34983113;34982827-34983113	
PPFIA1	PPFIA1:t:70333470-70333553	t|1e1.1o1|1e2.1o1	0.4180328;0.58196723	0.09532500597875171;0.09532494934287741	False	False	True	2	3	70332094-70333470;70333096-70333470	
ANKS1A	ANKS1A:s:35083417-35083503	s|1e1.1o2|1e1.2o2	0.028093435;0.97190654	0.026541291908686142;0.026543344662821884	False	True	False	2	2	35083503-35084118;35083503-35084121	
AGBL4	AGBL4:s:49697277-49697437	s|1e1.1o1|2e1.1o1	0.86833805;0.13166195	0.0364910835784975;0.03649156277238728	True	False	False	2	2	49245864-49697313;49245864-49697277	
UBA6	UBA6:t:67638943-67639124	t|1e1.1o1|1e2.1o1	0.3108108;0.6891892	0.09494927077876728;0.09494926307003788	False	False	True	2	3	67639124-67644698;67639124-67641151	
ACAP2	ACAP2:t:195392090-195392147	t|1e1.1o1|1e2.1o1	0.62086046;0.3791395	0.0915374851685733;0.09153753703321126	False	False	True	2	3	195392147-195442795;195392147-195410707	
AC159540.1	AC159540.1:t:97284690-97284785	t|1e1.1o1|i	0.006564834;0.99343514	0.003904468321591028;0.003913322488515524	False	False	False	1	2	97282084-97284690;97284174-97284689	97284174-97284689
KIAA0319L	KIAA0319L:s:35449867-35450005	s|1e1.1o1|1e2.1o1	0.778125;0.221875	0.15076165744214454;0.1507616623355773	False	False	True	2	3	35448332-35449867;35444303-35449867	
TRIP11	TRIP11:s:92011755-92011795	s|1e1.1o1|1e2.1o1	0.87916666;0.12083334	0.0966667243838106;0.0966666321187629	False	False	True	2	3	92011072-92011755;92007852-92011755	
ENC1	ENC1:s:74640307-74641424	s|1e1.1o1|1e2.1o1	0.068627454;0.9313725	0.04483831067440015;0.044838554560610526	False	False	True	2	3	74637618-74640307;74636498-74640307	
AGBL4	AGBL4:t:na-48736452	t|1e1.1o1|1e2.1o1	0.66859245;0.33140755	0.15504135263291574;0.15504134865549526	False	False	True	2	3	48736452-48758900;48736452-48737159	
NRXN3	NRXN3:t:78957242-78957361	t|1e1.1o1|1e2.1o1	0.084442526;0.9155575	0.04256576911401734;0.042565929921590966	False	False	True	2	3	78803823-78957242;78810344-78957242	
KIAA1468	KIAA1468:s:62211153-62211242	s|1e1.1o1|1e2.1o1	0.45860827;0.54139173	0.0691779843895474;0.06917780518691691	False	False	True	2	3	62211242-62221037;62211242-62221219	
PHYHIP	PHYHIP:s:22231796-22232338	s|1e1.1o1|1e2.1o1	0.11257036;0.8874296	0.063355779094359;0.06335581296662803	False	False	True	2	3	22228909-22231796;22228386-22231796	
KHDRBS2	KHDRBS2:s:61679960-61681060	s|1e1.1o1|2e1.1o1	0.079072826;0.92092717	0.027707531209041004;0.027707235665280334	True	False	False	2	2	61678947-61681009;61678947-61680887	
TP53BP1	TP53BP1:t:43492284-43492468	t|1e1.1o1|1e2.1o1	0.23300439;0.7669956	0.12401168665413397;0.12401181196705365	False	False	True	2	3	43492468-43510370;43492468-43493037	
NRXN3	NRXN3:t:79467221-79467402	t|1e1.1o1|1e2.1o1	0.9680851;0.031914894	0.03330868423681415;0.033308656121663865	False	False	True	2	3	78988141-79467221;79280538-79467221	
DOCK10	DOCK10:s:224770211-224770349	s|1e1.1o1|1e2.1o1	0.90192306;0.098076925	0.074374372390878;0.07437434353219226	False	False	True	2	3	224768947-224770211;224765837-224770211	
PHYHIP	PHYHIP:t:22228193-22228386	t|1e1.1o1|1e2.1o1	0.747449;0.25255102	0.09384580752089805;0.0938456393623841	False	False	True	2	3	22228386-22231796;22228386-22228788	
TRIP11	TRIP11:t:92007640-92007852	t|1e1.1o1|1e2.1o1|1e3.1o1	0.5677236;0.062169313;0.3574612	0.11409603956550608;0.047852314717490935;0.10670937293859238	False	False	True	3	4	92007852-92014215;92007852-92011755;92007852-92010986	
KHDRBS2	KHDRBS2:t:61679960-61681060	t|1e1.1o1|1e2.1o1	0.046101257;0.9538987	0.02187542266469382;0.02187632811091007	False	False	True	2	3	61681060-61732682;61681060-61697195	
ZNF337	ZNF337:s:25685996-25686122	s|1e1.1o1|1e2.1o1	0.98888886;0.011111111	0.014751518031309136;0.014752868359192664	False	False	True	2	3	25685662-25685996;25677037-25685996	
KHDRBS2	KHDRBS2:s:61678887-61678947	s|1e1.1o1|1e2.1o1	0.9926986;0.0073013883	0.0048786599649580905;0.00489054408569402	False	False	True	2	3	61661364-61678887;61652317-61678887	
ACAP2	ACAP2:s:195326885-195326959	s|1e1.1o1|1e2.1o1	0.96875;0.03125	0.04028161717904378;0.04028131986490641	False	False	True	2	3	195325455-195326885;195320813-195326885	
ARHGAP21	ARHGAP21:t:24721837-24722346	t|1e1.1o1|1e2.1o1	0.42424244;0.57575756	0.17068127162270666;0.17068125344224752	False	False	True	2	3	24722279-24723562;24722279-24722486	
KIAA1468	KIAA1468:t:62221219-62221274	t|1e1.1o1|1e2.1o1	0.49772727;0.5022727	0.06803299491839741;0.0680329973222518	False	False	True	2	3	62211242-62221219;62221108-62221219	
AC159540.1	AC159540.1:s:97284878-97285007	s|1e1.1o1|1e2.1o1	0.12234208;0.8776579	0.020167444056388838;0.0201676932245184	False	False	True	2	3	97285007-97285303;97285007-97291540	
KIAA1468	KIAA1468:s:62232332-62232427	s|1e1.1o1|1e2.1o1|1e3.1o1	0.35829726;0.30621696;0.32738096	0.09015706227481261;0.09500968186840095;0.08496023133271216	False	False	True	3	4	62232427-62232577;62232427-62234880;62232427-62244764	
ENC1	ENC1:t:74634684-74636498	t|1e1.1o1|1e2.1o1	0.9677382;0.032261796	0.03037341180381688;0.03037300394283935	False	False	True	2	3	74636498-74640307;74636498-74637494	
ZNF337	ZNF337:t:25676185-25677037	t|1e1.1o1|1e2.1o1	0.0078125;0.9921875	0.00860757897335017;0.00860621004617018	False	False	True	2	3	25677037-25685996;25677037-25685567	
KHDRBS2	KHDRBS2:s:61652255-61652317	s|1e1.1o1|1e2.1o1	0.19909503;0.800905	0.139442794932406;0.1394428238218222	False	False	True	2	3	61646452-61652255;61630501-61652255	
KDM5D	KDM5D:s:19706794-19706863	s|1e1.1o2|1e1.2o2	0.7828571;0.21714285	0.09936082775213297;0.09936084081578117	False	True	False	2	2	19706640-19706794;19706608-19706794	
