Gene ID	LSV ID	LSV Type	E(PSI) per LSV junction	StDev(E(PSI)) per LSV junction	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
EAF1	EAF1:s:15429913-15430007	s|1e1.1o1|1e2.1o1	0.96153843;0.03846154	0.050942411021091934;0.05094242447045851	False	False	True	2	3	15430007-15432087;15430007-15434348	
PHF14	PHF14:t:10990703-10990847	t|1e1.1o1|1e2.1o1	0.1817412;0.81825876	0.09117932656148722;0.0911793867987557	False	False	True	2	3	10974945-10990703;10983159-10990703	
MICU2	MICU2:t:21514353-21514418	t|1e1.1o1|1e2.1o1	0.345;0.655	0.13374031495541314;0.13374035091004088	False	False	True	2	3	21514418-21521245;21514418-21515534	
PHF14	PHF14:s:11061791-11061851	s|1e1.1o1|2e1.1o1	0.96398216;0.036017828	0.02806861874175942;0.02806731461089833	True	False	False	2	2	11061841-11061964;11061851-11061964	
LINC00265	LINC00265:t:39767404-39767670	t|1e1.1o1|1e2.1o1	0.21475564;0.78524435	0.10730970303401739;0.10730979930434792	False	False	True	2	3	39734044-39767404;39763671-39767404	
UVRAG	UVRAG:t:76016815-76016980	t|1e1.1o1|1e2.1o1	0.60552466;0.39447534	0.10335297295657098;0.10335295731995424	False	False	True	2	3	76008867-76016815;76013102-76016815	
PTPN4	PTPN4:t:119932424-119932549	t|1e1.1o1|1e2.1o1	0.16965564;0.8303444	0.03983394500560936;0.03983429228054993	False	False	True	2	3	119920241-119932424;119926666-119932424	
DDX3Y	DDX3Y:t:12907537-12907594	t|1e1.1o1|1e2.1o1	0.94337606;0.056623932	0.05055517483108845;0.050555325454933575	False	False	True	2	3	12904981-12907537;12905815-12907537	
RYR2	RYR2:t:237698965-237699025	t|1e1.1o1|1e2.1o1|1e3.1o1	0.0029895967;0.29366666;0.70315766	0.002619285102428699;0.06327292541002845;0.06334031278504489	False	False	True	3	4	237674846-237698965;237680577-237698965;237687504-237698965	
BMP2K	BMP2K:s:78878734-78879440	s|1e1.1o1|1e2.1o1	0.23523524;0.7647648	0.1019441294005662;0.10194428292167204	False	False	True	2	3	78878891-78887174;78878891-78910610	
MICU2	MICU2:s:21502926-21503097	s|1e1.1o1|1e2.1o1	0.9921875;0.0078125	0.008776860910112934;0.008773329398012385	False	False	True	2	3	21496160-21502926;21495318-21502926	
MICU2	MICU2:t:21495161-21495318	t|1e1.1o1|1e2.1o1	0.012049941;0.9879501	0.015112399665302341;0.015112724250266376	False	False	True	2	3	21495318-21502926;21495318-21496052	
SETD2	SETD2:s:47083720-47084382	s|1e1.1o1|1e2.1o1	0.18345141;0.8165486	0.06819083726300285;0.06819084620226484	False	False	True	2	3	47081083-47083720;47067118-47083720	
PCDH17	PCDH17:s:57666468-57666526	s|1e1.1o2|1e1.2o2	0.94291645;0.05708355	0.04413647004866615;0.044136792135535036	False	True	False	2	2	57666526-57666661;57666526-57666664	
SOGA3	SOGA3:s:127446408-127447740	s|1e1.1o1|2e1.1o1	0.0720415;0.9279585	0.05299331856016763;0.05299288228092078	True	False	False	2	2	127444282-127446872;127444282-127446408	
SMG1P1	SMG1P1:t:22454702-22454865	t|1e1.1o1|1e2.1o1	0.25735295;0.74264705	0.14537939032941888;0.14537943838026293	False	False	True	2	3	22437492-22454702;22451658-22454702	
DDX3Y	DDX3Y:s:12916517-12916634	s|1e1.1o2|1e1.2o2	0.9227273;0.07727273	0.058400258122854744;0.05839994907087553	False	True	False	2	2	12916634-12916907;12916634-12916976	
RYR2	RYR2:s:237760955-237761028	s|1e1.1o1|1e2.1o1	0.04739111;0.95260894	0.02668421274364654;0.026683479681916606	False	False	True	2	3	237761028-237769587;237761028-237770807	
BMP2K	BMP2K:t:78910610-78916365	t|1e1.1o1|1e2.1o1	0.9522727;0.047727272	0.050829381129361896;0.05082902281012458	False	False	True	2	3	78878891-78910610;78887284-78910610	
LINC00265	LINC00265:s:39782735-39782799	s|1e1.1o1|1e2.1o1	0.46358824;0.53641176	0.10733444126902565;0.10733438451024194	False	False	True	2	3	39782799-39788482;39782799-39789354	
UBTF	UBTF:s:44212819-44212939	s|1e1.1o1|1e2.1o1	0.65789473;0.34210527	0.12513593207386617;0.12513591565255394	False	False	True	2	3	44212454-44212819;44212006-44212819	
CRCP	CRCP:s:66127704-66127740	s|1e1.1o1|1e2.1o1	0.24032739;0.75967264	0.12387690076527906;0.12387682442140979	False	False	True	2	3	66127740-66130127;66127740-66130744	
DPYSL2	DPYSL2:t:26581969-26582057	t|1e1.1o1|1e2.1o1	0.19015151;0.8098485	0.09451650991268075;0.09451659805040172	False	False	True	2	3	26514679-26581969;26578293-26581969	
CRCP	CRCP:t:66130744-66130842	t|1e1.1o1|1e2.1o1	0.71770835;0.28229165	0.13958805344510664;0.13958808645502008	False	False	True	2	3	66127740-66130744;66130248-66130744	
PHF14	PHF14:s:11061964-11062085	s|1e1.1o1|1e2.1o1|1e3.1o1	0.10763888;0.62076926;0.25365078	0.09323487321012605;0.1490321874910194;0.1464453901721029	False	False	True	3	4	11062085-11062671;11062085-11102486;11062085-11111350	
AC019118.2	AC019118.2:s:2948270-2948373	s|1e1.1o1|1e2.1o1	0.80602;0.19397993	0.11141743419461758;0.11141745541774103	False	False	True	2	3	2942711-2948270;2897304-2948270	
SETD2	SETD2:t:47067070-47067118	t|1e1.1o1|1e2.1o1	0.92782736;0.07217262	0.05360205521973668;0.0536019363186717	False	False	True	2	3	47067118-47083720;47067118-47079512	
NAA35	NAA35:t:85942155-85942283	t|1e1.1o1|1e2.1o1	0.42546296;0.57453704	0.1568444895985406;0.15684447505241247	False	False	True	2	3	85941273-85942155;85941874-85942155	
RYR2	RYR2:t:237770807-237770887	t|1e1.1o1|1e2.1o1	0.90940124;0.09059874	0.036332963939574095;0.036333557208407655	False	False	True	2	3	237761028-237770807;237769619-237770807	
RYR2	RYR2:s:237783675-237784972	s|1e1.1o2|1e1.2o2	0.96220237;0.03779764	0.017902229020909072;0.017901341570462522	False	True	False	2	2	237784972-237785969;237784972-237785975	
LINC00265	LINC00265:t:39789354-39789544	t|1e1.1o1|1e2.1o1	0.5482558;0.4517442	0.09899980297428994;0.09899988676471426	False	False	True	2	3	39782799-39789354;39788604-39789354	
FUBP3	FUBP3:s:130632202-130632278	s|1e1.1o1|1e2.1o1	0.75;0.25	0.1268510342669776;0.1268511181970028	False	False	True	2	3	130632278-130634667;130632278-130635999	
FUBP3	FUBP3:t:130635999-130636126	t|1e1.1o1|1e2.1o1	0.2559524;0.74404764	0.1223018175407251;0.1223017991672174	False	False	True	2	3	130632278-130635999;130634738-130635999	
TRIP11	TRIP11:s:92039547-92040140	s|1e1.1o2|1e1.2o2	0.9363971;0.06360294	0.04138923097451655;0.04138888359858632	False	True	False	2	2	92033253-92039547;92033250-92039547	
METTL9	METTL9:s:21624931-21625115	s|1e1.1o2|1e1.2o2	0.8669028;0.13309717	0.0988427258014685;0.09884259689274463	False	True	False	2	2	21625115-21655227;21625115-21655230	
ANKRD20A4	ANKRD20A4:s:64373464-64373637	s|1e1.1o1|1e2.1o1	0.9174017;0.08259829	0.03860855840399598;0.03860859111240545	False	False	True	2	3	64373637-64377521;64373637-64378674	
SHANK1	SHANK1:s:50687582-50687662	s|1e1.1o1|1e2.1o1	0.19322917;0.8067708	0.0641699433375379;0.06416996700450603	False	False	True	2	3	50687040-50687582;50686812-50687582	
PHC1	PHC1:s:8920985-8921065	s|1e1.1o1|1e2.1o2	0.9749775;0.02502252	0.022723565470802863;0.022723087101672843	False	False	True	2	3	8921065-8921601;8921065-8922633	
TMEM117	TMEM117:s:43944210-43944342	s|1e1.1o1|1e2.1o1	0.66888046;0.33111954	0.13213351433991025;0.13213355827671935	False	False	True	2	3	43944342-44143525;43944342-44211290	
LGALS8	LGALS8:s:236542761-236542787	s|1e1.1o1|1e2.1o1	0.120192304;0.8798077	0.11154446730831316;0.11154441873017269	False	False	True	2	3	236542787-236542915;236542787-236543560	
KIAA0319L	KIAA0319L:s:35554350-35554519	s|1e1.1o1|1e2.1o1	0.20659722;0.7934028	0.12815489224500853;0.12815483493008886	False	False	True	2	3	35507135-35554350;35479212-35554350	
TRIP11	TRIP11:s:92014215-92014577	s|1e1.1o1|1e2.1o1	0.73787713;0.26212284	0.11502373908167833;0.1150236142177119	False	False	True	2	3	92011795-92014215;92007852-92014215	
METAP2	METAP2:s:95474046-95474330	s|1e1.1o2|1e1.2o2	0.82883525;0.17116478	0.08436182345986239;0.08436177929329995	False	True	False	2	2	95474330-95476071;95474330-95476074	
KHDRBS2	KHDRBS2:s:62177185-62177312	s|1e1.1o1|1e2.1o1	0.041917466;0.95808256	0.025264492695872647;0.025265136386045835	False	False	True	2	3	62152312-62177185;62047994-62177185	
KHDRBS2	KHDRBS2:s:61978066-61978212	s|1e1.1o1|1e2.1o1	0.9699729;0.030027099	0.020847446069045275;0.020847221764158704	False	False	True	2	3	61901371-61978066;61894833-61978066	
PHYHIP	PHYHIP:s:22231796-22232338	s|1e1.1o1|1e2.1o1	0.115625;0.884375	0.0717325801363691;0.07173283772170175	False	False	True	2	3	22228909-22231796;22228386-22231796	
TMEM117	TMEM117:t:44211290-44211387	t|1e1.1o1|1e2.1o1	0.3242647;0.6757353	0.14004987708712896;0.14004982414810815	False	False	True	2	3	43944342-44211290;44143624-44211290	
LGALS8	LGALS8:t:236543560-236543648	t|1e1.1o1|1e2.1o1	0.8726852;0.1273148	0.10069835502592116;0.10069835428983019	False	False	True	2	3	236542787-236543560;236543040-236543560	
ANKRD20A4	ANKRD20A4:t:64378674-64378811	t|1e1.1o1|1e2.1o1	0.13072553;0.8692745	0.05529717908031414;0.05529671981037682	False	False	True	2	3	64373637-64378674;64377627-64378674	
TRIP11	TRIP11:s:92011755-92011795	s|1e1.1o1|1e2.1o1	0.86491936;0.13508064	0.0798259419470058;0.07982591493038924	False	False	True	2	3	92011072-92011755;92007852-92011755	
NAA35	NAA35:t:85974967-85975033	t|1e1.1o1|1e2.1o1	0.9285714;0.071428575	0.0685270281546439;0.06852706175466805	False	False	True	2	3	85962180-85974967;85966674-85974967	
KHDRBS2	KHDRBS2:t:61894635-61894833	t|1e1.1o1|1e2.1o1	0.027490165;0.97250986	0.017312507989932065;0.01731189359517656	False	False	True	2	3	61894833-61978066;61894833-61901244	
KHDRBS2	KHDRBS2:s:61732682-61732764	s|1e1.1o1|1e2.1o1	0.9748149;0.025185071	0.019091170460613534;0.01909218470971426	False	False	True	2	3	61697253-61732682;61681060-61732682	
KIAA0319L	KIAA0319L:s:35506612-35507135	s|1e1.1o1|1e2.1o1	0.9937886;0.0062114196	0.006334245726652298;0.006339209026357313	False	False	True	2	3	35479212-35506612;35474906-35506612	
UBA6	UBA6:s:67644698-67644778	s|1e1.1o1|1e2.1o1	0.93785113;0.062148876	0.039524183162712626;0.03952425579823124	False	False	True	2	3	67641228-67644698;67639124-67644698	
UBA6	UBA6:t:67638943-67639124	t|1e1.1o1|1e2.1o1	0.07052441;0.92947555	0.03956274691289058;0.03956309373734188	False	False	True	2	3	67639124-67644698;67639124-67641151	
ST7	ST7:t:117099762-117099844	t|1e1.1o1|1e2.1o1	0.038562953;0.96143705	0.04375323959490818;0.043751785078516535	False	False	True	2	3	116953691-117099762;117020629-117099762	
USP16	USP16:s:29036271-29036374	s|1e1.1o2|1e1.2o2	0.5027778;0.49722221	0.07700382853471474;0.07700380163658933	False	True	False	2	2	29036374-29037276;29036374-29037279	
RPL23AP53	RPL23AP53:t:208344-213710	t|1e1.1o1|1e2.1o1	0.8410714;0.15892857	0.08029318633289499;0.08029325522540946	False	False	True	2	3	213710-219290;213710-216374	
ADAR	ADAR:t:154602385-154602626	t|1e1.1o1|1e2.1o1	0.07291667;0.9270834	0.15402862948040974;0.15402877132484818	False	False	True	2	3	154602626-154627954;154602626-154627855	
KIAA0319L	KIAA0319L:t:35478966-35479212	t|1e1.1o1|1e2.1o1	0.16925378;0.8307462	0.054132794227829205;0.054133064845182856	False	False	True	2	3	35479212-35554350;35479212-35506612	
ADAR	ADAR:s:154601041-154602248	s|1e1.1o1|2e1.1o1	0.0017513188;0.9982487	0.0003365869060420371;0.00033642239028583236	True	False	False	2	2	154598585-154601231;154598585-154601041	
PHC1	PHC1:t:8922633-8922788	t|1e1.1o1|1e2.1o1|2e2.1o1	0.019693732;0.8620584;0.11153946	0.0186322299049966;0.04741953555790109;0.04230046963603355	False	True	True	3	3	8921065-8922633;8921750-8922633;8921750-8922657	
USP4	USP4:t:49311514-49311654	t|1e1.1o1|1e2.1o1	0.20359531;0.7964047	0.10173302453927616;0.10173277805275285	False	False	True	2	3	49311654-49324702;49311654-49318309	
PIGT	PIGT:s:45416067-45416343	s|1e1.1o1|1e2.1o1	0.96547616;0.03452381	0.0485107560174689;0.04851120296412609	False	False	True	2	3	45416343-45416517;45416343-45418852	
KHDRBS2	KHDRBS2:t:61697195-61697253	t|1e1.1o1|1e2.1o1	0.94471955;0.05528042	0.030123043925709185;0.030124179050045514	False	False	True	2	3	61697253-61732682;61697253-61707330	
SHANK1	SHANK1:t:50686744-50686812	t|1e1.1o1|1e2.1o1	0.80006635;0.19993368	0.06383987207112833;0.06384006431834824	False	False	True	2	3	50686812-50687582;50686812-50687017	
TRIP11	TRIP11:t:92007640-92007852	t|1e1.1o1|1e2.1o1|1e3.1o1	0.22076023;0.12975913;0.6519424	0.11259978024086444;0.07883804995411996;0.11777404920661948	False	False	True	3	4	92007852-92014215;92007852-92011755;92007852-92010986	
DDX5	DDX5:s:64501057-64502069	s|1e1.1o2|1e1.2o2	0.23993559;0.7600644	0.13160255618851843;0.13160257064136632	False	True	False	2	2	64500882-64502010;64500773-64502010	
ADAR	ADAR:s:154590184-154590409	s|1e1.1o1|2e1.1o1	0.013157895;0.9868421	0.016385326395838985;0.01638476110479561	True	False	False	2	2	154589928-154590262;154589928-154590184	
ST7	ST7:s:117131885-117131960	s|1e1.1o1|1e2.1o1	0.29545453;0.70454544	0.1428029683507801;0.1428030144839972	False	False	True	2	3	117131960-117134124;117131960-117136081	
PHYHIP	PHYHIP:t:22228193-22228386	t|1e1.1o1|1e2.1o1	0.84761906;0.15238096	0.07134069185441298;0.07134048202642129	False	False	True	2	3	22228386-22231796;22228386-22228788	
USP4	USP4:s:49280744-49280847	s|1e1.1o1|1e2.1o1	0.7844231;0.21557692	0.07816189863506914;0.07816173527056756	False	False	True	2	3	49278902-49280744;49278451-49280744	
ANKS1A	ANKS1A:s:34970010-34970166	s|1e1.1o1|1e2.1o1	0.2190032;0.7809968	0.0536376883752536;0.05363800086286679	False	False	True	2	3	34970166-34972581;34970166-34981690	
PIGT	PIGT:t:45418852-45418979	t|1e1.1o1|1e2.1o1	0.03452381;0.96547616	0.05016993285394229;0.05017009933860876	False	False	True	2	3	45416343-45418852;45416694-45418852	
PPFIA1	PPFIA1:s:70331960-70332094	s|1e1.1o1|1e2.1o1	0.68649197;0.31350806	0.08547911111490798;0.08547894698113939	False	False	True	2	3	70332094-70333022;70332094-70333470	
TDG	TDG:s:103982799-103982934	s|1e1.1o1|1e2.1o1	0.8798077;0.120192304	0.10443830586417263;0.10443832992344981	False	False	True	2	3	103982934-103983136;103982934-103983295	
ZNF337	ZNF337:s:25685996-25686122	s|1e1.1o1|1e2.1o1	0.8877083;0.112291664	0.06684125967507666;0.06684107779254378	False	False	True	2	3	25685662-25685996;25677037-25685996	
KHDRBS2	KHDRBS2:s:61679960-61681060	s|1e1.1o1|2e1.1o1	0.055928692;0.9440713	0.02311235116430926;0.023113439281983256	True	False	False	2	2	61678947-61681009;61678947-61680887	
USP4	USP4:t:49277144-49278451	t|1e1.1o1|1e2.1o1	0.1690424;0.8309576	0.06577996451841624;0.06578012664966412	False	False	True	2	3	49278451-49280744;49278451-49278814	
THUMPD2	THUMPD2:s:39761331-39761418	s|1e1.1o1|1e2.1o1	0.5801282;0.4198718	0.15672067973972503;0.1567206250814535	False	False	True	2	3	39757368-39761331;39755960-39761331	
NRXN3	NRXN3:s:78297831-78297860	s|1e1.1o1|1e2.1o1	0.6318238;0.36817616	0.11880617721255063;0.11880618524449152	False	False	True	2	3	78297860-78300680;78297860-78645120	
THUMPD2	THUMPD2:s:39755889-39755960	s|1e1.1o1|1e2.1o1	0.8798077;0.120192304	0.0988000556012772;0.09880007063640517	False	False	True	2	3	39755409-39755889;39744478-39755889	
ZNF337	ZNF337:t:25676185-25677037	t|1e1.1o1|1e2.1o1	0.103174604;0.8968254	0.06065713592286975;0.06065706295594626	False	False	True	2	3	25677037-25685996;25677037-25685567	
THUMPD2	THUMPD2:t:39755889-39755960	t|1e1.1o1|1e2.1o1	0.3997494;0.6002506	0.15613689787566026;0.15613693388740096	False	False	True	2	3	39755960-39761331;39755960-39757248	
KHDRBS2	KHDRBS2:t:61679960-61681060	t|1e1.1o1|1e2.1o1	0.015626246;0.98437375	0.012331973916569197;0.012332704324314842	False	False	True	2	3	61681060-61732682;61681060-61697195	
ABCF1	ABCF1:s:30577818-30577913	s|1e1.1o2|1e1.2o2	0.3392857;0.66071427	0.1551437166028897;0.15514372646564178	False	True	False	2	2	30577913-30578073;30577913-30578076	
PPFIA1	PPFIA1:t:70333470-70333553	t|1e1.1o1|1e2.1o1	0.4140164;0.58598363	0.09786988260954771;0.09786985082785565	False	False	True	2	3	70332094-70333470;70333096-70333470	
ARHGAP21	ARHGAP21:t:24721837-24722346	t|1e1.1o1|1e2.1o1	0.278125;0.721875	0.13899360261783125;0.13899360434192964	False	False	True	2	3	24722279-24723562;24722279-24722486	
WAC	WAC:t:28533998-28534034	t|1e1.1o1|1e2.1o1	0.10294118;0.89705884	0.08741673015629595;0.08741696002927568	False	False	True	2	3	28533007-28533998;28533620-28533998	
THUMPD2	THUMPD2:t:39744370-39744478	t|1e1.1o1|1e2.1o1	0.09219457;0.90780544	0.08923382686689012;0.08923402341919681	False	False	True	2	3	39744478-39755889;39744478-39755295	
TARS2	TARS2:s:150492411-150492489	s|1e1.1o1|1e2.1o1	0.29296553;0.70703447	0.09888484536027643;0.09888489487443591	False	False	True	2	3	150492489-150496482;150492489-150497530	
ANKS1A	ANKS1A:s:34981690-34981986	s|1e1.1o1|1e2.1o1	0.40851986;0.59148014	0.06839566078617029;0.06839562104192096	False	False	True	2	3	34981986-34982752;34981986-34983113	
KIAA0319L	KIAA0319L:t:35474805-35474906	t|1e1.1o1|1e2.1o1	0.018187832;0.9818122	0.0238978008098541;0.023897465085518085	False	False	True	2	3	35474906-35506612;35474906-35478966	
NRXN3	NRXN3:t:78645120-78645421	t|1e1.1o1|1e2.1o1|1e3.1o1	0.33888888;0.584596;0.07911877	0.112276940805595;0.11644384367922325;0.060801867939560585	False	False	True	3	4	78297860-78645120;78300691-78645120;78403878-78645120	
KIAA0319L	KIAA0319L:s:35449867-35450005	s|1e1.1o1|1e2.1o1	0.6764706;0.32352942	0.1442134566881843;0.14421347514964367	False	False	True	2	3	35448332-35449867;35444303-35449867	
KIAA0319L	KIAA0319L:t:35444161-35444303	t|1e1.1o1|1e2.1o1	0.35833335;0.64166665	0.1509165967079147;0.15091653489901916	False	False	True	2	3	35444303-35449867;35444303-35448173	
ACAP2	ACAP2:t:195392090-195392147	t|1e1.1o1|1e2.1o1	0.8254275;0.17457253	0.0844267020594487;0.08442663588508847	False	False	True	2	3	195392147-195442795;195392147-195410707	
CCNH	CCNH:s:87412435-87413033	s|1e1.1o1|2e1.1o1	0.90807265;0.091927364	0.04735949076343583;0.047359186288812534	True	False	False	2	2	87411346-87412678;87411346-87412435	
WAC	WAC:s:28590720-28590832	s|1e1.1o1|1e2.1o1	0.9873439;0.012656087	0.006717568496128086;0.00670963942641488	False	False	True	2	3	28590832-28595733;28590832-28608186	
TARS2	TARS2:t:150497530-150497747	t|1e1.1o1|1e2.1o1	0.67306936;0.32693064	0.0860232732811799;0.08602317799907415	False	False	True	2	3	150492489-150497530;150496908-150497530	
LAMP2	LAMP2:s:120441730-120441894	s|1e1.1o1|1e2.1o2|1e2.2o2	0.80205953;0.018518519;0.18031189	0.12297804789151655;0.03327363045886632;0.11956209975758268	False	True	True	3	3	120439293-120441730;120431462-120441730;120428626-120441730	
ELAVL2	ELAVL2:s:23825806-23826344	s|1e1.1o1|1e2.1o1	0.6295787;0.37042123	0.120139428833534;0.12013938775524045	False	False	True	2	3	23765099-23825806;23762249-23825806	
YLPM1	YLPM1:s:74763322-74764362	s|1e1.1o1|1e2.1o1	0.029055037;0.97094494	0.014743785036836297;0.014742289405810608	False	False	True	2	3	74764362-74771692;74764362-74778447	
KDM5D	KDM5D:s:19706794-19706863	s|1e1.1o2|1e1.2o2	0.90906084;0.09093915	0.07246699185366981;0.07246678846548156	False	True	False	2	2	19706640-19706794;19706608-19706794	
WAC	WAC:s:28608186-28608431	s|1e1.1o2|1e1.2o2	0.9755478;0.024452172	0.015456642782912828;0.015457437164849257	False	True	False	2	2	28608431-28610699;28608431-28610708	
NUMA1	NUMA1:s:72012895-72016260	s|1e1.1o1|1e2.1o1	0.7972199;0.20278013	0.06795580732304854;0.06795560138904067	False	False	True	2	3	72012442-72012895;72010854-72012895	
ANKS1A	ANKS1A:t:34981690-34981986	t|1e1.1o1|1e2.1o1	0.7123387;0.28766125	0.05854399896656608;0.05854412092665567	False	False	True	2	3	34970166-34981690;34972643-34981690	
ENC1	ENC1:s:74640307-74641424	s|1e1.1o1|1e2.1o1	0.036403507;0.96359646	0.041691406405612474;0.04169148807170419	False	False	True	2	3	74637618-74640307;74636498-74640307	
ENC1	ENC1:t:74634684-74636498	t|1e1.1o1|1e2.1o1	0.9861004;0.013899614	0.017539436329371765;0.017537959410494797	False	False	True	2	3	74636498-74640307;74636498-74637494	
WHSC1	WHSC1:s:1939654-1939778	s|1e1.1o1|1e2.1o1	0.95454544;0.045454547	0.06600081143069345;0.06600057156466242	False	False	True	2	3	1939778-1942339;1939778-1951072	
CCNH	CCNH:s:87407976-87408186	s|1e1.1o1|1e2.1o1	0.930839;0.069161	0.028971061381797572;0.028970852184972442	False	False	True	2	3	87405007-87407976;87401772-87407976	
PRRC2B	PRRC2B:s:131459164-131459356	s|1e1.1o2|1e1.2o2	0.9879501;0.012049941	0.014672093451133801;0.014673548897771265	False	True	False	2	2	131459356-131464763;131459356-131464766	
CCNH	CCNH:t:87401702-87401772	t|1e1.1o1|1e2.1o1	0.14820474;0.85179526	0.05406886318451594;0.05406900995397352	False	False	True	2	3	87401772-87407976;87401772-87404844	
WAC	WAC:t:28608186-28608431	t|1e1.1o1|1e2.1o1	0.035031848;0.96496814	0.022684818053646087;0.022684920369445763	False	False	True	2	3	28590832-28608186;28596041-28608186	
NUMA1	NUMA1:t:72010786-72010854	t|1e1.1o1|1e2.1o1	0.24509804;0.75490195	0.0808464957705073;0.08084642467742433	False	False	True	2	3	72010854-72012895;72010854-72012401	
ANKS1A	ANKS1A:t:34983113-34983214	t|1e1.1o1|1e2.1o1	0.7905405;0.20945945	0.06471083733769112;0.06471097313557624	False	False	True	2	3	34981986-34983113;34982827-34983113	
PPFIA4	PPFIA4:s:203045841-203045987	s|1e1.1o1|1e2.1o1	0.9814815;0.018518519	0.024333902331697688;0.024331492042976507	False	False	True	2	3	203045987-203046248;203045987-203048227	
ACAP2	ACAP2:s:195326885-195326959	s|1e1.1o1|1e2.1o1	0.045454547;0.95454544	0.06995921248098752;0.06995948262561884	False	False	True	2	3	195325455-195326885;195320813-195326885	
ACAP2	ACAP2:t:195320701-195320813	t|1e1.1o1|1e2.1o1	0.95454544;0.045454547	0.06995948262561884;0.06995921248098752	False	False	True	2	3	195320813-195326885;195320813-195325444	
