Gene ID	LSV ID	LSV Type	E(PSI) per LSV junction	StDev(E(PSI)) per LSV junction	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AC019118.2	AC019118.2:t:2950070-2950158	t|1e2.1o1|2e1.1o1|2e2.1o1	0.023809524;0.95238096;0.023809524	0.039843797850968865;0.05820037966020057;0.039843797850968865	False	True	True	3	3	2950158-2950265;2950154-2952196;2950154-2950265	
HLF	HLF:s:55315227-55315447	s|1e1.1o2|1e1.2o2	0.45251065;0.54748935	0.06460572529161779;0.06460568804270814	False	True	False	2	2	55315447-55320661;55315447-55320664	
RYR2	RYR2:s:237680456-237680577	s|1e1.1o1|1e2.1o1	0.92682755;0.07317248	0.033381166114471436;0.03338106042803628	False	False	True	2	3	237680577-237687455;237680577-237698965	
PTPN4	PTPN4:t:119932424-119932549	t|1e1.1o1|1e2.1o1	0.059026707;0.9409733	0.028293488848097983;0.028293207363356616	False	False	True	2	3	119920241-119932424;119926666-119932424	
CRCP	CRCP:t:66130744-66130842	t|1e1.1o1|1e2.1o1	0.8354167;0.16458333	0.09819723089788614;0.09819721536599836	False	False	True	2	3	66127740-66130744;66130248-66130744	
SOBP	SOBP:t:107633514-107635469	t|1e1.1o1|1e2.1o1	0.47289467;0.52710533	0.07617307673172394;0.07617324003426315	False	False	True	2	3	107533610-107633514;107587175-107633514	
RYR2	RYR2:t:237698965-237699025	t|1e1.1o1|1e2.1o1|1e3.1o1	0.0028985508;0.05414688;0.9430033	0.0025125533556812477;0.027327004617059135;0.02783608040969977	False	False	True	3	4	237674846-237698965;237680577-237698965;237687504-237698965	
LINC00265	LINC00265:s:39733568-39734044	s|1e1.1o1|1e2.1o1	0.978073;0.021927018	0.020996849570912916;0.020997353044950696	False	False	True	2	3	39734044-39763548;39734044-39767404	
LINC00265	LINC00265:t:39767404-39767670	t|1e1.1o1|1e2.1o1	0.032971017;0.967029	0.037309880829839576;0.03731024442919219	False	False	True	2	3	39734044-39767404;39763671-39767404	
RNF130	RNF130:t:179955067-179955669	t|1e1.1o1|1e2.1o1	0.48809522;0.5119048	0.11253711695375303;0.11253705532190503	False	False	True	2	3	179955669-179966806;179955669-179963471	
UBA6	UBA6:s:67644698-67644778	s|1e1.1o1|1e2.1o1	0.99179447;0.008205542	0.015866465800999326;0.01586416846197311	False	False	True	2	3	67641228-67644698;67639124-67644698	
RYR2	RYR2:s:237760955-237761028	s|1e1.1o1|1e2.1o1	0.15200385;0.8479961	0.04881846559954493;0.04881843332796759	False	False	True	2	3	237761028-237769587;237761028-237770807	
DPYSL2	DPYSL2:t:26581969-26582057	t|1e1.1o1|1e2.1o1	0.08928572;0.91071427	0.04515124781964961;0.04515095928676661	False	False	True	2	3	26514679-26581969;26578293-26581969	
PHYHIP	PHYHIP:s:22231796-22232338	s|1e1.1o1|1e2.1o1	0.033333335;0.96666664	0.05226908469615079;0.052269314168597376	False	False	True	2	3	22228909-22231796;22228386-22231796	
LINC00265	LINC00265:s:39782735-39782799	s|1e1.1o1|1e2.1o1	0.100160256;0.89983976	0.09646074716154722;0.09646062777978048	False	False	True	2	3	39782799-39788482;39782799-39789354	
ASNSD1	ASNSD1:s:189663901-189663954	s|1e1.1o2|1e1.2o2	0.5555985;0.44440156	0.1088041259195342;0.1088041445961953	False	True	False	2	2	189663954-189665376;189663954-189665422	
METAP2	METAP2:s:95474046-95474330	s|1e1.1o2|1e1.2o2	0.8999763;0.10002367	0.05174819660820425;0.05174769665572791	False	True	False	2	2	95474330-95476071;95474330-95476074	
UBA6	UBA6:t:67638943-67639124	t|1e1.1o1|1e2.1o1	0.021780305;0.97821975	0.04497543628923795;0.04497582491816702	False	False	True	2	3	67639124-67644698;67639124-67641151	
UVRAG	UVRAG:t:75983387-75983513	t|1e1.1o1|1e2.1o1	0.9876524;0.01234756	0.01571719845428132;0.015717532408889272	False	False	True	2	3	75961549-75983387;75980038-75983387	
UVRAG	UVRAG:t:76016815-76016980	t|1e1.1o1|1e2.1o1	0.9382622;0.061737806	0.04850706812504094;0.04850776030627936	False	False	True	2	3	76008867-76016815;76013102-76016815	
USP4	USP4:s:49280744-49280847	s|1e1.1o1|1e2.1o1	0.9540937;0.045906335	0.03857467543013432;0.03857541211341252	False	False	True	2	3	49278902-49280744;49278451-49280744	
PPFIA1	PPFIA1:s:70331960-70332094	s|1e1.1o1|1e2.1o1	0.4921875;0.5078125	0.12906933910609739;0.12906931992037282	False	False	True	2	3	70332094-70333022;70332094-70333470	
USP4	USP4:t:49277144-49278451	t|1e1.1o1|1e2.1o1	0.02689416;0.9731058	0.024544917051371615;0.024545158531706475	False	False	True	2	3	49278451-49280744;49278451-49278814	
LINC00265	LINC00265:t:39789354-39789544	t|1e1.1o1|1e2.1o1	0.636489;0.36351103	0.11200896249959819;0.11200891865726179	False	False	True	2	3	39782799-39789354;39788604-39789354	
KHDRBS2	KHDRBS2:s:62177185-62177312	s|1e1.1o1|1e2.1o1	0.10917846;0.8908216	0.06401402623190874;0.06401392330969641	False	False	True	2	3	62152312-62177185;62047994-62177185	
RYR2	RYR2:t:237770807-237770887	t|1e1.1o1|1e2.1o1	0.8114792;0.1885208	0.057174804299097395;0.05717482319417816	False	False	True	2	3	237761028-237770807;237769619-237770807	
KHDRBS2	KHDRBS2:s:61978066-61978212	s|1e1.1o1|1e2.1o1	0.9943501;0.005649898	0.005175267362478299;0.005166835649004892	False	False	True	2	3	61901371-61978066;61894833-61978066	
PHF14	PHF14:t:10990703-10990847	t|1e1.1o1|1e2.1o1	0.076973684;0.9230263	0.07835227627563299;0.078352575193158	False	False	True	2	3	10974945-10990703;10983159-10990703	
PHF14	PHF14:s:11061791-11061851	s|1e1.1o1|2e1.1o1	0.9927536;0.007246377	0.0077123994488454755;0.007715823139220522	True	False	False	2	2	11061841-11061964;11061851-11061964	
AP1G1	AP1G1:t:71789279-71789482	t|1e1.1o1|1e2.1o1	0.18988095;0.81011903	0.09335381614822731;0.0933538741754681	False	False	True	2	3	71789482-71808763;71789482-71807801	
MICU2	MICU2:s:21502926-21503097	s|1e1.1o1|1e2.1o1	0.96666664;0.033333335	0.0491356925379758;0.049134311220732585	False	False	True	2	3	21496160-21502926;21495318-21502926	
MICU2	MICU2:t:21495161-21495318	t|1e1.1o1|1e2.1o1	0.03846154;0.96153843	0.05400776216393899;0.05400792899711084	False	False	True	2	3	21495318-21502926;21495318-21496052	
KHDRBS2	KHDRBS2:t:61894635-61894833	t|1e1.1o1|1e2.1o1	0.004950495;0.9950495	0.004194165990554874;0.004204376296425185	False	False	True	2	3	61894833-61978066;61894833-61901244	
ST7	ST7:t:117099762-117099844	t|1e1.1o1|1e2.1o1	0.65909094;0.3409091	0.1579376970928399;0.1579377066129174	False	False	True	2	3	116953691-117099762;117020629-117099762	
WHSC1	WHSC1:t:1900626-1901251	t|1e1.1o1|1e2.1o1|1e3.1o1	0.55720806;0.41252083;0.021169355	0.08262091235325529;0.08219341326952216;0.021891028744853824	False	False	True	3	4	1871542-1900626;1893909-1900626;1899395-1900626	
ADAR	ADAR:s:154601041-154602248	s|1e1.1o1|2e1.1o1	0.0010131723;0.99898684	2.1836591291350734e-05;0.0	True	False	False	2	2	154598585-154601231;154598585-154601041	
PHYHIP	PHYHIP:t:22228193-22228386	t|1e1.1o1|1e2.1o1	0.6801948;0.3198052	0.13894652078792588;0.1389465040097361	False	False	True	2	3	22228386-22231796;22228386-22228788	
PPFIA1	PPFIA1:t:70333470-70333553	t|1e1.1o1|1e2.1o1	0.4684729;0.5315271	0.1188932641276986;0.11889328583699216	False	False	True	2	3	70332094-70333470;70333096-70333470	
PCDH17	PCDH17:s:57666468-57666526	s|1e1.1o2|1e1.2o2	0.9833251;0.016674902	0.015310744212312611;0.01531043169258151	False	True	False	2	2	57666526-57666661;57666526-57666664	
ST7	ST7:s:117131885-117131960	s|1e1.1o1|1e2.1o1	0.7919408;0.20805922	0.09830198696232702;0.09830201983761873	False	False	True	2	3	117131960-117134124;117131960-117136081	
SHANK1	SHANK1:s:50687582-50687662	s|1e1.1o1|1e2.1o1	0.1791352;0.8208648	0.07519436895212973;0.07519442367025006	False	False	True	2	3	50687040-50687582;50686812-50687582	
ADAR	ADAR:s:154590184-154590409	s|1e1.1o1|2e1.1o1	0.011111111;0.98888886	0.013277563439406325;0.01327709666417762	True	False	False	2	2	154589928-154590262;154589928-154590184	
TSNAXIP1	TSNAXIP1:t:67824583-67824779	t|1e1.1o1|1e2.1o1	0.03846154;0.96153843	0.07164767237594717;0.07164713618935692	False	False	True	2	3	67814401-67824583;67821225-67824583	
KHDRBS2	KHDRBS2:s:61732682-61732764	s|1e1.1o1|1e2.1o1	0.9111836;0.08881637	0.02996434137690196;0.02996379728566171	False	False	True	2	3	61697253-61732682;61681060-61732682	
ENC1	ENC1:s:74640307-74641424	s|1e1.1o1|1e2.1o1	0.0750448;0.92495525	0.0597565015745982;0.05975625822165102	False	False	True	2	3	74637618-74640307;74636498-74640307	
ANKS1A	ANKS1A:s:34970010-34970166	s|1e1.1o1|1e2.1o1	0.43660712;0.5633929	0.0819533886480314;0.08195346828299985	False	False	True	2	3	34970166-34972581;34970166-34981690	
NUMA1	NUMA1:s:72012895-72016260	s|1e1.1o1|1e2.1o1	0.3495283;0.6504717	0.10230695514009051;0.10230700993013055	False	False	True	2	3	72012442-72012895;72010854-72012895	
TCP1	TCP1:s:159787743-159787871	s|1e1.1o1|1e2.1o1	0.9583333;0.041666668	0.035005164741414324;0.0350049553211617	False	False	True	2	3	159785997-159787743;159784067-159787743	
SHANK1	SHANK1:t:50686744-50686812	t|1e1.1o1|1e2.1o1	0.8725028;0.12749723	0.072077853556852;0.07207783261979764	False	False	True	2	3	50686812-50687582;50686812-50687017	
SETD2	SETD2:s:47083720-47084382	s|1e1.1o1|1e2.1o1	0.088167384;0.9118326	0.03708575112171972;0.03708567230227718	False	False	True	2	3	47081083-47083720;47067118-47083720	
NRXN3	NRXN3:s:78297831-78297860	s|1e1.1o1|1e2.1o1	0.21940559;0.7805944	0.09398128048019494;0.09398131179946193	False	False	True	2	3	78297860-78300680;78297860-78645120	
KHDRBS2	KHDRBS2:t:61697195-61697253	t|1e1.1o1|1e2.1o1	0.93311906;0.06688094	0.0274263126078878;0.027427539806593588	False	False	True	2	3	61697253-61732682;61697253-61707330	
ENC1	ENC1:t:74634684-74636498	t|1e1.1o1|1e2.1o1	0.9374609;0.062539086	0.0604951124668197;0.06049534269414063	False	False	True	2	3	74636498-74640307;74636498-74637494	
ANKS1A	ANKS1A:s:34981690-34981986	s|1e1.1o1|1e2.1o1	0.5968565;0.40314353	0.07365220974645441;0.07365226266140007	False	False	True	2	3	34981986-34982752;34981986-34983113	
ST7	ST7:t:117136081-117136235	t|1e1.1o1|1e2.1o1	0.23879144;0.7612086	0.10329890317346332;0.10329883604340029	False	False	True	2	3	117131960-117136081;117134192-117136081	
TARS2	TARS2:s:150492411-150492489	s|1e1.1o1|1e2.1o1	0.033333335;0.96666664	0.04363961782449593;0.0436398556666623	False	False	True	2	3	150492489-150496482;150492489-150497530	
TCP1	TCP1:t:159783941-159784067	t|1e1.1o1|1e2.1o1	0.013125621;0.9868744	0.00984843674257214;0.009846546827556273	False	False	True	2	3	159784067-159787743;159784067-159784666	
FHOD3	FHOD3:s:36625511-36625749	s|1e1.1o1|1e2.1o1	0.68130255;0.31869748	0.11695394254271393;0.11695397219594238	False	False	True	2	3	36625749-36658075;36625749-36681436	
FHOD3	FHOD3:s:36652570-36652929	s|1e1.1o1|1e2.1o1	0.078125;0.921875	0.06011529114632477;0.060115811632011795	False	False	True	2	3	36652929-36653342;36652929-36658075	
DDX5	DDX5:s:64501057-64502069	s|1e1.1o2|1e1.2o2	0.7423744;0.25762558	0.0557086620413254;0.05570834777511433	False	True	False	2	2	64500882-64502010;64500773-64502010	
PRRC2B	PRRC2B:s:131459164-131459356	s|1e1.1o2|1e1.2o2	0.9275814;0.07241857	0.03829250744330189;0.038293073700985905	False	True	False	2	2	131459356-131464763;131459356-131464766	
BMS1P20	BMS1P20:s:22303943-22304114	s|1e1.1o2|1e1.2o2	0.92105263;0.078947365	0.076228539603229;0.07622854666154673	False	True	False	2	2	22304114-22306790;22304114-22306833	
LAMP2	LAMP2:s:120441730-120441894	s|1e1.1o1|1e2.1o2|1e2.2o2	0.8674419;0.102470934;0.037037037	0.0881395210679952;0.07950621783185373;0.03747375622107789	False	True	True	3	3	120439293-120441730;120431462-120441730;120428626-120441730	
PHF14	PHF14:s:11061964-11062085	s|1e1.1o1|1e2.1o1|1e3.1o1	0.013888889;0.9305556;0.055555556	0.021727057436000282;0.06096606152893024;0.05609391860833233	False	False	True	3	4	11062085-11062671;11062085-11102486;11062085-11111350	
DDHD2	DDHD2:t:38247713-38247835	t|1e1.1o1|1e2.1o1	0.02631579;0.9736842	0.03610011621267397;0.036100984999951694	False	False	True	2	3	38245950-38247713;38246300-38247713	
LHX6	LHX6:s:122213606-122213780	s|1e1.1o1|1e2.1o1	0.47883242;0.5211675	0.09361697544606788;0.09361700972818095	False	False	True	2	3	122209717-122213606;122204780-122213606	
ANKS1A	ANKS1A:t:34981690-34981986	t|1e1.1o1|1e2.1o1	0.40123457;0.59876543	0.08373250897630032;0.08373245335382058	False	False	True	2	3	34970166-34981690;34972643-34981690	
LHX6	LHX6:t:122202577-122204780	t|1e1.1o1|1e2.1o1	0.64553916;0.35446084	0.09027871562392104;0.09027869408164324	False	False	True	2	3	122204780-122213606;122204780-122209614	
ANKS1A	ANKS1A:t:34983113-34983214	t|1e1.1o1|1e2.1o1	0.52334774;0.4766523	0.08570438178048921;0.08570444676646803	False	False	True	2	3	34981986-34983113;34982827-34983113	
TARS2	TARS2:t:150497530-150497747	t|1e1.1o1|1e2.1o1	0.48333332;0.51666665	0.11473095959280953;0.11473088749621078	False	False	True	2	3	150492489-150497530;150496908-150497530	
NRXN3	NRXN3:t:78645120-78645421	t|1e1.1o1|1e2.1o1|1e3.1o1	0.7845442;0.20441595;0.010752688	0.09363067697324924;0.09280126474313845;0.016670975066137295	False	False	True	3	4	78297860-78645120;78300691-78645120;78403878-78645120	
RYR2	RYR2:s:237783675-237784972	s|1e1.1o2|1e1.2o2	0.96414745;0.035852585	0.019621356155483025;0.019620053366823327	False	True	False	2	2	237784972-237785969;237784972-237785975	
PRRC2B	PRRC2B:s:131481726-131481808	s|1e1.1o2|1e1.2o2	0.75;0.25	0.1076965961570459;0.1076966590122422	False	True	False	2	2	131481808-131482371;131481808-131482374	
TRIP11	TRIP11:s:92039547-92040140	s|1e1.1o2|1e1.2o2	0.9437412;0.05625879	0.036655653212776265;0.03665480391409768	False	True	False	2	2	92033253-92039547;92033250-92039547	
SETD2	SETD2:t:47067070-47067118	t|1e1.1o1|1e2.1o1	0.9440485;0.055951465	0.03105259889093488;0.031051595827529154	False	False	True	2	3	47067118-47083720;47067118-47079512	
TRIP11	TRIP11:s:92014215-92014577	s|1e1.1o1|1e2.1o1	0.8669028;0.13309717	0.1147886858299949;0.11478867825586501	False	False	True	2	3	92011795-92014215;92007852-92014215	
ELAVL2	ELAVL2:s:23825806-23826344	s|1e1.1o1|1e2.1o1	0.7285074;0.2714926	0.07639859317365778;0.07639861944503902	False	False	True	2	3	23765099-23825806;23762249-23825806	
NRXN3	NRXN3:t:78651165-78651326	t|1e1.1o1|1e2.1o1	0.9743421;0.025657896	0.03399309103612143;0.03399230835781699	False	False	True	2	3	78645421-78651165;78649291-78651165	
DDHD2	DDHD2:s:38260040-38260147	s|1e1.1o3|1e1.2o3|1e1.3o3	0.06144606;0.9297759;0.009663866	0.05470214647835161;0.05765001956896978;0.015270285752736182	False	True	False	3	2	38260147-38260564;38260147-38260600;38260147-38261538	
FHOD3	FHOD3:t:36658075-36658188	t|1e1.1o1|1e2.1o1|1e3.1o1	0.40229887;0.5574712;0.040229883	0.09301698281942099;0.09606829450624667;0.03201617879064356	False	False	True	3	4	36625749-36658075;36652929-36658075;36653416-36658075	
NAF1	NAF1:s:163137199-163137250	s|1e1.1o1|1e2.1o1	0.9945353;0.005464644	0.005149613016633923;0.005139404652683801	False	False	True	2	3	163133256-163137199;163129348-163137199	
TRIP11	TRIP11:s:92011755-92011795	s|1e1.1o1|1e2.1o1	0.9564394;0.04356061	0.06789464999378993;0.06789499375311663	False	False	True	2	3	92011072-92011755;92007852-92011755	
NUMA1	NUMA1:t:72010786-72010854	t|1e1.1o1|1e2.1o1	0.6002435;0.3997565	0.09248769688627832;0.09248763421866932	False	False	True	2	3	72010854-72012895;72010854-72012401	
NRXN3	NRXN3:s:78803620-78803823	s|1e1.1o1|1e2.1o1	0.86;0.14	0.08400175199556455;0.08400173243006295	False	False	True	2	3	78803823-78810318;78803823-78957242	
PRRC2B	PRRC2B:s:131492169-131492260	s|1e1.1o1|1e2.1o1	0.58819443;0.41180557	0.10103562176905073;0.1010356713709211	False	False	True	2	3	131492260-131494405;131492260-131495740	
PPP2R5E	PPP2R5E:s:63382056-63382157	s|1e1.1o1|2e1.1o1	0.019615386;0.9803846	0.026339378775307527;0.02633774659514541	True	False	False	2	2	63376108-63382071;63376108-63382056	
ANKS1A	ANKS1A:s:35083417-35083503	s|1e1.1o2|1e1.2o2	0.003952631;0.9960474	0.0028278050214525273;0.0028141440556251913	False	True	False	2	2	35083503-35084118;35083503-35084121	
KHDRBS2	KHDRBS2:s:61679960-61681060	s|1e1.1o1|2e1.1o1	0.003413009;0.99658704	0.0021515213860546735;0.002116433204467844	True	False	False	2	2	61678947-61681009;61678947-61680887	
KHDRBS2	KHDRBS2:t:61679960-61681060	t|1e1.1o1|1e2.1o1	0.051132124;0.9488679	0.01725890082005228;0.017257374667820274	False	False	True	2	3	61681060-61732682;61681060-61697195	
NAA35	NAA35:t:85942155-85942283	t|1e1.1o1|1e2.1o1	0.19097222;0.8090278	0.10343025456803161;0.10343038493561364	False	False	True	2	3	85941273-85942155;85941874-85942155	
ZNF337	ZNF337:s:25685996-25686122	s|1e1.1o1|1e2.1o1	0.8690087;0.13099128	0.09369465479332338;0.09369464559592802	False	False	True	2	3	25685662-25685996;25677037-25685996	
NAF1	NAF1:t:163128669-163129348	t|1e1.1o1|1e2.1o1	0.0031546056;0.99684536	0.001728581697838775;0.0017501014657445022	False	False	True	2	3	163129348-163137199;163129348-163133154	
SPIN3	SPIN3:s:56978580-56978660	s|1e1.1o1|1e2.1o1	0.27297795;0.72702205	0.15086920488552244;0.1508691798716873	False	False	True	2	3	56978421-56978580;56977196-56978580	
LTV1	LTV1:s:143857303-143857583	s|1e1.1o1|2e1.1o1	0.09375;0.90625	0.1080559312552043;0.10805594007815579	True	False	False	2	2	143857444-143857752;143857583-143857752	
SMEK2	SMEK2:s:55603978-55604076	s|1e1.1o1|1e2.1o1	0.9722222;0.027777778	0.043710821261576015;0.04371165112729133	False	False	True	2	3	55599039-55603978;55588956-55603978	
ZNF337	ZNF337:t:25676185-25677037	t|1e1.1o1|1e2.1o1	0.10208333;0.8979167	0.06475950359873321;0.06475975152518339	False	False	True	2	3	25677037-25685996;25677037-25685567	
G2E3	G2E3:s:30601999-30602131	s|1e1.1o1|1e2.1o1	0.25;0.75	0.14481962209915938;0.1448195980883719	False	False	True	2	3	30602131-30605505;30602131-30607888	
AC159540.1	AC159540.1:s:97284690-97284785	s|1e1.1o1|1e2.1o1	0.99117076;0.008829223	0.0;0.00019566617769659357	False	False	True	2	3	97284785-97284878;97284785-97291540	
MAPT	MAPT:s:45962321-45962470	s|1e1.1o1|1e2.1o1	0.46107644;0.5389235	0.05298702967068439;0.052987117132817424	False	False	True	2	3	45962470-45971859;45962470-45978375	
PPFIA4	PPFIA4:s:203045841-203045987	s|1e1.1o1|1e2.1o1	0.75586474;0.24413529	0.08881350119986738;0.08881353696294887	False	False	True	2	3	203045987-203046248;203045987-203048227	
KHDRBS2	KHDRBS2:s:61678887-61678947	s|1e1.1o1|1e2.1o1	0.9952152;0.0047847987	0.00403380317875384;0.004041649201626958	False	False	True	2	3	61661364-61678887;61652317-61678887	
SMEK2	SMEK2:t:55588879-55588956	t|1e1.1o1|1e2.1o1	0.033333335;0.96666664	0.050563963113141625;0.050564428512713255	False	False	True	2	3	55588956-55603978;55588956-55598416	
SMEK2	SMEK2:s:55579679-55579781	s|1e1.1o1|1e2.1o1	0.53348213;0.46651787	0.16412425841865924;0.16412426203279756	False	False	True	2	3	55578342-55579679;55577356-55579679	
USP16	USP16:s:29036271-29036374	s|1e1.1o2|1e1.2o2	0.5;0.5	0.09603685508332505;0.09603684288729332	False	True	False	2	2	29036374-29037276;29036374-29037279	
RPL23AP53	RPL23AP53:t:208344-213710	t|1e1.1o1|1e2.1o1	0.96666664;0.033333335	0.04680707458941433;0.04680750383684529	False	False	True	2	3	213710-219290;213710-216374	
MIR4500HG	MIR4500HG:s:87670836-87670963	s|1e1.1o1|1e2.1o1	0.91885966;0.081140354	0.10791842171155332;0.1079183936231843	False	False	True	2	3	87615755-87670836;87511470-87670836	
YLPM1	YLPM1:s:74763322-74764362	s|1e1.1o1|1e2.1o1	0.01104336;0.98895663	0.004751091065874927;0.004766636759378555	False	False	True	2	3	74764362-74771692;74764362-74778447	
ACAP2	ACAP2:t:195392090-195392147	t|1e1.1o1|1e2.1o1	0.9879501;0.012049941	0.015008151723150455;0.015008325793629712	False	False	True	2	3	195392147-195442795;195392147-195410707	
PRRC2B	PRRC2B:t:131495740-131500191	t|1e1.1o1|1e2.1o1	0.41335225;0.58664775	0.09834715662784572;0.09834716452464123	False	False	True	2	3	131492260-131495740;131494486-131495740	
SMEK2	SMEK2:s:55564902-55565041	s|1e1.1o2|1e1.2o2	0.55172414;0.44827586	0.1550342986371569;0.15503426446106577	False	True	False	2	2	55564497-55564902;55564476-55564902	
MAPT	MAPT:s:45971859-45971945	s|1e1.1o1|1e2.1o1	0.071921185;0.9280788	0.03132992025468867;0.03133094541972623	False	False	True	2	3	45971945-45974385;45971945-45978375	
NRXN3	NRXN3:t:78957242-78957361	t|1e1.1o1|1e2.1o1	0.118421055;0.8815789	0.07149787031350374;0.07149797734305957	False	False	True	2	3	78803823-78957242;78810344-78957242	
KHDRBS2	KHDRBS2:s:61652255-61652317	s|1e1.1o1|1e2.1o1	0.01724138;0.98275864	0.02326238091414633;0.023262622598016258	False	False	True	2	3	61646452-61652255;61630501-61652255	
YLPM1	YLPM1:t:74778447-74778683	t|1e1.1o1|1e2.1o1	0.991974;0.008026005	0.00340486436224087;0.003423453868690355	False	False	True	2	3	74764362-74778447;74771746-74778447	
KHDRBS2	KHDRBS2:t:61652255-61652317	t|1e1.1o1|1e2.1o1	0.004901961;0.99509805	0.004336330752193308;0.004341316599735115	False	False	True	2	3	61652317-61678887;61652317-61659117	
DOCK10	DOCK10:t:224931549-224931668	t|1e1.1o1|1e2.1o1	0.041666668;0.9583333	0.06441090654891271;0.06441048245289825	False	False	True	2	3	224931668-225042252;224931668-224982207	
ELAVL2	ELAVL2:t:23762006-23762249	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	0.18342198;0.078574374;0.0025262835;0.73386467	0.0495519509121573;0.03753481669559136;0.0026578620707932536;0.0611355977561615	False	False	True	4	5	23762249-23825806;23762249-23821605;23762249-23821227;23762249-23765009	
PPFIA4	PPFIA4:t:203048227-203048310	t|1e1.1o1|1e2.1o1	0.846875;0.153125	0.14261325304720035;0.142613326838571	False	False	True	2	3	203045987-203048227;203046382-203048227	
