Gene ID	LSV ID	LSV Type	E(PSI) per LSV junction	StDev(E(PSI)) per LSV junction	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
RYR2	RYR2:t:237770807-237770887	t|1e1.1o1|1e2.1o1	0.864258;0.13574198	0.05177438689377369;0.05177464189786197	False	False	True	2	3	237761028-237770807;237769619-237770807	
PHC1	PHC1:t:8922633-8922788	t|1e1.1o1|1e2.1o1|2e2.1o1	0.018518519;0.962963;0.018518519	0.030667285986508596;0.04542052689872152;0.030667285986508596	False	True	True	3	3	8921065-8922633;8921750-8922633;8921750-8922657	
AGAP6	AGAP6:t:50008711-50010499	t|1e1.1o1|1e2.1o1	0.975;0.025	0.035155856211662964;0.03515577240967714	False	False	True	2	3	50008076-50008711;50008633-50008711	
SHPRH	SHPRH:s:145933050-145933205	s|1e1.1o1|2e1.1o1	0.7941176;0.20588236	0.13065079308009306;0.13065077334723008	True	False	False	2	2	145927277-145933057;145927277-145933050	
PTPN4	PTPN4:t:119882097-119882149	t|1e1.1o1|1e2.1o1	0.28055555;0.7194444	0.09517870201879845;0.09517852742439475	False	False	True	2	3	119877542-119882097;119881830-119882097	
EAF1	EAF1:t:15434348-15434538	t|1e1.1o1|1e2.1o1	0.041666668;0.9583333	0.06864568152562017;0.06864585240190468	False	False	True	2	3	15430007-15434348;15432223-15434348	
ASNSD1	ASNSD1:s:189663901-189663954	s|1e1.1o2|1e1.2o2	0.9722222;0.027777778	0.04408564940528196;0.044085803974959994	False	True	False	2	2	189663954-189665376;189663954-189665422	
ANKRD20A4	ANKRD20A4:t:64378674-64378811	t|1e1.1o1|1e2.1o1	0.06669961;0.9333004	0.057554062257489824;0.05755362339697982	False	False	True	2	3	64373637-64378674;64377627-64378674	
PTPN4	PTPN4:s:119920069-119920241	s|1e1.1o1|1e2.1o1	0.6651087;0.33489132	0.06091758979324326;0.060917620101550274	False	False	True	2	3	119920241-119926598;119920241-119932424	
LGALS8	LGALS8:s:236542761-236542787	s|1e1.1o1|1e2.1o1	0.125;0.875	0.11735799639419237;0.11735816377723479	False	False	True	2	3	236542787-236542915;236542787-236543560	
PTPN4	PTPN4:t:119920069-119920241	t|1e1.1o1|1e2.1o1	0.9243464;0.0756536	0.05605911338432875;0.056058796267916475	False	False	True	2	3	119915242-119920069;119916690-119920069	
RYR2	RYR2:s:237783675-237784972	s|1e1.1o2|1e1.2o2	0.9673754;0.03262459	0.014693331100337846;0.014691872415044943	False	True	False	2	2	237784972-237785969;237784972-237785975	
PHF14	PHF14:s:10974835-10974945	s|1e1.1o1|1e2.1o1	0.9934211;0.0065789474	0.006467004258198223;0.006456522968611998	False	False	True	2	3	10974945-10982372;10974945-10990703	
UVRAG	UVRAG:t:75983387-75983513	t|1e1.1o1|1e2.1o1	0.8737745;0.1262255	0.06578473637317114;0.06578483353675307	False	False	True	2	3	75961549-75983387;75980038-75983387	
UVRAG	UVRAG:t:76016815-76016980	t|1e1.1o1|1e2.1o1	0.81971157;0.18028846	0.10188567824020837;0.10188574562928517	False	False	True	2	3	76008867-76016815;76013102-76016815	
ST7	ST7:t:117099762-117099844	t|1e1.1o1|1e2.1o1	0.045454547;0.95454544	0.063766121499343;0.0637664775981455	False	False	True	2	3	116953691-117099762;117020629-117099762	
PTPN4	PTPN4:t:119932424-119932549	t|1e1.1o1|1e2.1o1	0.3071148;0.69288516	0.05793713178503542;0.0579370257533734	False	False	True	2	3	119920241-119932424;119926666-119932424	
METAP2	METAP2:s:95474046-95474330	s|1e1.1o2|1e1.2o2	0.8752357;0.1247643	0.07035330286087951;0.07035363842390131	False	True	False	2	2	95474330-95476071;95474330-95476074	
ADAR	ADAR:s:154601041-154602248	s|1e1.1o1|2e1.1o1	0.037790697;0.9622093	0.022901691551597235;0.02290223957680598	True	False	False	2	2	154598585-154601231;154598585-154601041	
LGALS8	LGALS8:t:236543560-236543648	t|1e1.1o1|1e2.1o1	0.85294116;0.14705883	0.12451197016766483;0.12451196148485617	False	False	True	2	3	236542787-236543560;236543040-236543560	
ST7	ST7:s:117131885-117131960	s|1e1.1o1|1e2.1o1	0.24456522;0.75543475	0.134995665469142;0.13499573266948484	False	False	True	2	3	117131960-117134124;117131960-117136081	
FUBP3	FUBP3:s:130632202-130632278	s|1e1.1o1|1e2.1o1	0.7532051;0.24679488	0.09787066399351121;0.09787064760461796	False	False	True	2	3	130632278-130634667;130632278-130635999	
KHDRBS2	KHDRBS2:s:62177185-62177312	s|1e1.1o1|1e2.1o1	0.09094447;0.90905553	0.046651351098320325;0.04665143576495077	False	False	True	2	3	62152312-62177185;62047994-62177185	
PHF14	PHF14:s:11061791-11061851	s|1e1.1o1|2e1.1o1	0.984375;0.015625	0.01910420630042982;0.019099278141986222	True	False	False	2	2	11061841-11061964;11061851-11061964	
UBA6	UBA6:s:67644698-67644778	s|1e1.1o1|1e2.1o1	0.98571426;0.014285714	0.01937936254920564;0.01937708049166697	False	False	True	2	3	67641228-67644698;67639124-67644698	
DPYSL2	DPYSL2:t:26581969-26582057	t|1e1.1o1|1e2.1o1	0.015388258;0.98461175	0.020320671181788038;0.020320157158491073	False	False	True	2	3	26514679-26581969;26578293-26581969	
ST7	ST7:t:117136081-117136235	t|1e1.1o1|1e2.1o1	0.7845588;0.21544117	0.14844245223251187;0.1484423823224133	False	False	True	2	3	117131960-117136081;117134192-117136081	
BMS1P20	BMS1P20:s:22303943-22304114	s|1e1.1o2|1e1.2o2	0.79983664;0.2001634	0.15831756899377453;0.15831751526294804	False	True	False	2	2	22304114-22306790;22304114-22306833	
FUBP3	FUBP3:t:130635999-130636126	t|1e1.1o1|1e2.1o1	0.3109375;0.6890625	0.12045354399646914;0.12045350140843218	False	False	True	2	3	130632278-130635999;130634738-130635999	
SETD2	SETD2:s:47083720-47084382	s|1e1.1o1|1e2.1o1	0.33810484;0.66189516	0.11171616127060409;0.111716098598376	False	False	True	2	3	47081083-47083720;47067118-47083720	
MICU2	MICU2:s:21502926-21503097	s|1e1.1o1|1e2.1o1	0.84375;0.15625	0.10708138268030808;0.10708135959304357	False	False	True	2	3	21496160-21502926;21495318-21502926	
KHDRBS2	KHDRBS2:s:61978066-61978212	s|1e1.1o1|1e2.1o1	0.9861111;0.013888889	0.01860240955539987;0.01860387505800187	False	False	True	2	3	61901371-61978066;61894833-61978066	
USP16	USP16:s:29036271-29036374	s|1e1.1o2|1e1.2o2	0.51429737;0.4857026	0.12075005600190052;0.12075005990478874	False	True	False	2	2	29036374-29037276;29036374-29037279	
SETD2	SETD2:t:47067070-47067118	t|1e1.1o1|1e2.1o1	0.7;0.3	0.11063899693487748;0.11063905725572407	False	False	True	2	3	47067118-47083720;47067118-47079512	
SPIN3	SPIN3:s:56995216-56995612	s|1e1.1o1|2e1.1o1|3e1.1o1	0.035185188;0.035185188;0.92962956	0.06000388477658923;0.06000388477658923;0.08667805185304482	True	False	False	3	2	56994949-56995281;56994949-56995242;56994949-56995216	
PCDH17	PCDH17:s:57666468-57666526	s|1e1.1o2|1e1.2o2	0.9166667;0.083333336	0.1035316335082643;0.10353147875665245	False	True	False	2	2	57666526-57666661;57666526-57666664	
KIAA0319L	KIAA0319L:s:35506612-35507135	s|1e1.1o1|1e2.1o1	0.9791667;0.020833334	0.0281311357250054;0.02813043075538843	False	False	True	2	3	35479212-35506612;35474906-35506612	
TCP1	TCP1:s:159787743-159787871	s|1e1.1o1|1e2.1o1	0.96875;0.03125	0.04206733810824558;0.042066932937221135	False	False	True	2	3	159785997-159787743;159784067-159787743	
ADAR	ADAR:s:154590184-154590409	s|1e1.1o1|2e1.1o1	0.033333335;0.96666664	0.045634897682680725;0.04563521505618339	True	False	False	2	2	154589928-154590262;154589928-154590184	
TRIP11	TRIP11:s:92039547-92040140	s|1e1.1o2|1e1.2o2	0.9879501;0.012049941	0.014398741171976188;0.014399129844636135	False	True	False	2	2	92033253-92039547;92033250-92039547	
KHDRBS2	KHDRBS2:t:61894635-61894833	t|1e1.1o1|1e2.1o1	0.011111111;0.98888886	0.01320061355386593;0.013192360625111187	False	False	True	2	3	61894833-61978066;61894833-61901244	
KIAA0319L	KIAA0319L:t:35478966-35479212	t|1e1.1o1|1e2.1o1	0.020833334;0.9791667	0.02813043075538843;0.0281311357250054	False	False	True	2	3	35479212-35554350;35479212-35506612	
PHYHIP	PHYHIP:s:22231796-22232338	s|1e1.1o1|1e2.1o1	0.125;0.875	0.08089630614875434;0.08089629075737621	False	False	True	2	3	22228909-22231796;22228386-22231796	
DDX5	DDX5:s:64501057-64502069	s|1e1.1o2|1e1.2o2	0.018620688;0.98137933	0.04303178377945939;0.0430309618200416	False	True	False	2	2	64500882-64502010;64500773-64502010	
KHDRBS2	KHDRBS2:s:61732682-61732764	s|1e1.1o1|1e2.1o1	0.9015518;0.09844824	0.04397796361588284;0.04397796777020646	False	False	True	2	3	61697253-61732682;61681060-61732682	
PPFIA1	PPFIA1:s:70331960-70332094	s|1e1.1o1|1e2.1o1	0.71022725;0.28977272	0.09837008957037018;0.09837008594091678	False	False	True	2	3	70332094-70333022;70332094-70333470	
ANKS1A	ANKS1A:s:34970010-34970166	s|1e1.1o1|1e2.1o1	0.2587306;0.7412694	0.09944817347980628;0.099448310835741	False	False	True	2	3	34970166-34972581;34970166-34981690	
AC159540.1	AC159540.1:s:97284690-97284785	s|1e1.1o1|1e2.1o1	0.9626924;0.037307616	0.017119755738084132;0.01712136338237391	False	False	True	2	3	97284785-97284878;97284785-97291540	
UBA6	UBA6:t:67638943-67639124	t|1e1.1o1|1e2.1o1	0.018518519;0.9814815	0.026161486160073813;0.026163610564479252	False	False	True	2	3	67639124-67644698;67639124-67641151	
KIAA0319L	KIAA0319L:t:35474805-35474906	t|1e1.1o1|1e2.1o1	0.033333335;0.96666664	0.04563715650304928;0.045637702424709	False	False	True	2	3	35474906-35506612;35474906-35478966	
TCP1	TCP1:t:159783941-159784067	t|1e1.1o1|1e2.1o1	0.0055867666;0.99441326	0.005223646725564485;0.005224775752171729	False	False	True	2	3	159784067-159787743;159784067-159784666	
PPFIA1	PPFIA1:t:70333470-70333553	t|1e1.1o1|1e2.1o1	0.2815978;0.7184022	0.09006559552407295;0.0900655751988192	False	False	True	2	3	70332094-70333470;70333096-70333470	
SHANK1	SHANK1:s:50687582-50687662	s|1e1.1o1|1e2.1o1	0.071428575;0.9285714	0.07212229623857931;0.07212200183134358	False	False	True	2	3	50687040-50687582;50686812-50687582	
AC159540.1	AC159540.1:t:97284690-97284785	t|1e1.1o1|i	0.019159619;0.9808404	0.014624293604298393;0.014621335832740405	False	False	False	1	2	97282084-97284690;97284174-97284689	97284174-97284689
USP4	USP4:s:49280744-49280847	s|1e1.1o1|1e2.1o1	0.5417391;0.4582609	0.129417420738953;0.12941745608360394	False	False	True	2	3	49278902-49280744;49278451-49280744	
PPP2R5E	PPP2R5E:s:63382056-63382157	s|1e1.1o1|2e1.1o1	0.01724138;0.98275864	0.02206646813761898;0.022066412730069204	True	False	False	2	2	63376108-63382071;63376108-63382056	
ANKS1A	ANKS1A:s:34981690-34981986	s|1e1.1o1|1e2.1o1	0.19613153;0.8038685	0.05292199444733321;0.052922089201791984	False	False	True	2	3	34981986-34982752;34981986-34983113	
SHANK1	SHANK1:t:50686744-50686812	t|1e1.1o1|1e2.1o1	0.9180108;0.08198924	0.06377377602422438;0.06377367763866909	False	False	True	2	3	50686812-50687582;50686812-50687017	
ACAP2	ACAP2:t:195392090-195392147	t|1e1.1o1|1e2.1o1	0.7919004;0.20809957	0.0991462655268286;0.09914618806762458	False	False	True	2	3	195392147-195442795;195392147-195410707	
NAF1	NAF1:s:163137199-163137250	s|1e1.1o1|1e2.1o1	0.675;0.325	0.1522293122841828;0.15222935096057208	False	False	True	2	3	163133256-163137199;163129348-163137199	
PHYHIP	PHYHIP:t:22228193-22228386	t|1e1.1o1|1e2.1o1	0.91102076;0.08897922	0.06587857660903873;0.06587854984392683	False	False	True	2	3	22228386-22231796;22228386-22228788	
NAF1	NAF1:t:163128669-163129348	t|1e1.1o1|1e2.1o1	0.13157895;0.8684211	0.06918138298631686;0.06918127270580107	False	False	True	2	3	163129348-163137199;163129348-163133154	
RASA2	RASA2:t:141580368-141580451	t|1e1.1o1|1e2.1o1	0.4704861;0.5295139	0.1602370877883122;0.16023708251690288	False	False	True	2	3	141574067-141580368;141577106-141580368	
ANKS1A	ANKS1A:t:34981690-34981986	t|1e1.1o1|1e2.1o1	0.7188034;0.2811966	0.08379738551614302;0.08379729964633724	False	False	True	2	3	34970166-34981690;34972643-34981690	
TRIP11	TRIP11:s:92014215-92014577	s|1e1.1o1|1e2.1o1	0.5715198;0.4284802	0.11356926775139654;0.11356921038756047	False	False	True	2	3	92011795-92014215;92007852-92014215	
TRIP11	TRIP11:s:92011755-92011795	s|1e1.1o1|1e2.1o1	0.7992327;0.20076726	0.12495127095189099;0.12495119206781316	False	False	True	2	3	92011072-92011755;92007852-92011755	
TRIP11	TRIP11:t:92007640-92007852	t|1e1.1o1|1e2.1o1|1e3.1o1	0.34609306;0.0934829;0.56197727	0.10312250773109159;0.06975807827569398;0.11212366635508822	False	False	True	3	4	92007852-92014215;92007852-92011755;92007852-92010986	
AC159540.1	AC159540.1:s:97284878-97285007	s|1e1.1o1|1e2.1o1	0.10290288;0.8970971	0.021238985029627167;0.021238144343333838	False	False	True	2	3	97285007-97285303;97285007-97291540	
ZNF337	ZNF337:s:25685996-25686122	s|1e1.1o1|1e2.1o1	0.76666665;0.23333333	0.146327203928397;0.14632720733776755	False	False	True	2	3	25685662-25685996;25677037-25685996	
RASA2	RASA2:s:141586646-141586755	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	0.027475845;0.69849694;0.067826085;0.20108695	0.03434396834841762;0.09929243370728219;0.04933418783480268;0.08807432889579928	True	False	True	4	3	141586752-141590130;141586752-141607678;141586755-141590130;141586755-141607678	
ENC1	ENC1:s:74640307-74641424	s|1e1.1o1|1e2.1o1	0.10474493;0.8952551	0.06306243058175307;0.06306246021433075	False	False	True	2	3	74637618-74640307;74636498-74640307	
RPL23AP53	RPL23AP53:t:208344-213710	t|1e1.1o1|1e2.1o1	0.7271825;0.27281746	0.11275769488617195;0.11275776730674016	False	False	True	2	3	213710-219290;213710-216374	
USP4	USP4:t:49277144-49278451	t|1e1.1o1|1e2.1o1	0.33827376;0.66172624	0.11865110273780151;0.11865108535003885	False	False	True	2	3	49278451-49280744;49278451-49278814	
AC159540.1	AC159540.1:t:97291540-97291878	t|1e1.1o1|1e2.1o1|1e3.1o1	0.028188497;0.8364624;0.13669369	0.014400711181841032;0.028503645660990146;0.0259508970453759	False	False	True	3	4	97284785-97291540;97285007-97291540;97285523-97291540	
KHDRBS2	KHDRBS2:t:61697195-61697253	t|1e1.1o1|1e2.1o1	0.97760695;0.022393048	0.022009978795880965;0.02200935659152286	False	False	True	2	3	61697253-61732682;61697253-61707330	
RASA2	RASA2:t:141607678-141607760	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	0.59755695;0.16855037;0.12259615;0.105	0.08632957926698824;0.07853535938860666;0.06742854338395372;0.05470353829022055	True	False	True	4	4	141586752-141607678;141586755-141607678;141590141-141607678;141595896-141607678	
DOCK10	DOCK10:t:224931549-224931668	t|1e1.1o1|1e2.1o1	0.096875;0.903125	0.09772272724791203;0.09772287058058436	False	False	True	2	3	224931668-225042252;224931668-224982207	
ZNF337	ZNF337:t:25676185-25677037	t|1e1.1o1|1e2.1o1	0.12509653;0.87490344	0.07273692904771109;0.07273683850923543	False	False	True	2	3	25677037-25685996;25677037-25685567	
FAM92A1	FAM92A1:s:93701224-93701458	s|1e1.1o1|1e2.1o1	0.13582318;0.86417687	0.08394958998111156;0.08394945997015166	False	False	True	2	3	93701458-93702520;93701458-93703620	
ANKS1A	ANKS1A:t:34983113-34983214	t|1e1.1o1|1e2.1o1	0.80382323;0.19617674	0.049127015969113445;0.04912695783467886	False	False	True	2	3	34981986-34983113;34982827-34983113	
YLPM1	YLPM1:s:74763322-74764362	s|1e1.1o1|1e2.1o1	0.050891943;0.94910806	0.020672201950857637;0.020672540908449267	False	False	True	2	3	74764362-74771692;74764362-74778447	
NUMA1	NUMA1:s:72012895-72016260	s|1e1.1o1|1e2.1o1	0.90301;0.09698997	0.07075713703725339;0.07075737239806346	False	False	True	2	3	72012442-72012895;72010854-72012895	
FHOD3	FHOD3:t:36681436-36681570	t|1e1.1o1|1e2.1o1	0.040064104;0.9599359	0.05827829064841487;0.05827801896276564	False	False	True	2	3	36625749-36681436;36658188-36681436	
NUMA1	NUMA1:t:72010786-72010854	t|1e1.1o1|1e2.1o1	0.097297296;0.9027027	0.07564391661256076;0.07564384097694297	False	False	True	2	3	72010854-72012895;72010854-72012401	
FAM92A1	FAM92A1:t:93703620-93703688	t|1e1.1o1|1e2.1o1	0.6354167;0.36458334	0.08400392739141332;0.08400380565727918	False	False	True	2	3	93701458-93703620;93702543-93703620	
MAPT	MAPT:s:45962321-45962470	s|1e1.1o1|1e2.1o1	0.62478375;0.3752162	0.08397766934457307;0.08397774715054074	False	False	True	2	3	45962470-45971859;45962470-45978375	
ARNT	ARNT:s:150823194-150823345	s|1e1.1o1|1e2.1o1	0.8301282;0.1698718	0.11688549326941457;0.11688550475625042	False	False	True	2	3	150818030-150823194;150817433-150823194	
KHDRBS2	KHDRBS2:s:61679960-61681060	s|1e1.1o1|2e1.1o1	0.00862069;0.9913793	0.009457321713728525;0.00945859663563823	True	False	False	2	2	61678947-61681009;61678947-61680887	
ANKS1A	ANKS1A:s:35083417-35083503	s|1e1.1o2|1e1.2o2	0.010638298;0.9893617	0.01315801980236245;0.01315645401219038	False	True	False	2	2	35083503-35084118;35083503-35084121	
YLPM1	YLPM1:t:74778447-74778683	t|1e1.1o1|1e2.1o1	0.9347246;0.06527537	0.02168306667163846;0.021683651863996418	False	False	True	2	3	74764362-74778447;74771746-74778447	
PPFIA4	PPFIA4:s:203045841-203045987	s|1e1.1o1|1e2.1o1	0.24107143;0.75892854	0.12842210912704785;0.128422098068485	False	False	True	2	3	203045987-203046248;203045987-203048227	
ARNT	ARNT:t:150817361-150817433	t|1e1.1o1|1e2.1o1	0.125;0.875	0.09008570789458767;0.09008572475668913	False	False	True	2	3	150817433-150823194;150817433-150817920	
AGBL4	AGBL4:s:49697277-49697437	s|1e1.1o1|2e1.1o1	0.991523;0.008477012	0.009382034061900848;0.009383660975927794	True	False	False	2	2	49245864-49697313;49245864-49697277	
NRXN3	NRXN3:s:78803620-78803823	s|1e1.1o1|1e2.1o1	0.875;0.125	0.09551732260614358;0.0955171961010256	False	False	True	2	3	78803823-78810318;78803823-78957242	
YLPM1	YLPM1:s:74821057-74821137	s|1e1.1o1|1e2.1o1	0.96428573;0.035714287	0.05559235678340128;0.055592341561773194	False	False	True	2	3	74821137-74824256;74821137-74829213	
PPFIA4	PPFIA4:t:203048227-203048310	t|1e1.1o1|1e2.1o1	0.73511904;0.26488096	0.11613770309078882;0.11613769265602794	False	False	True	2	3	203045987-203048227;203046382-203048227	
ELAVL2	ELAVL2:s:23825806-23826344	s|1e1.1o1|1e2.1o1	0.42551723;0.57448274	0.13817130197403976;0.13817125125526497	False	False	True	2	3	23765099-23825806;23762249-23825806	
WAC	WAC:t:28533998-28534034	t|1e1.1o1|1e2.1o1	0.40767044;0.5923295	0.14763038970800707;0.14763043670690404	False	False	True	2	3	28533007-28533998;28533620-28533998	
ELAVL2	ELAVL2:t:23762006-23762249	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	0.40729165;0.14362037;0.04464286;0.40155074	0.11211874940117589;0.08344758799493142;0.05192393811252871;0.10160700985067729	False	False	True	4	5	23762249-23825806;23762249-23821605;23762249-23821227;23762249-23765009	
LTV1	LTV1:s:143857303-143857583	s|1e1.1o1|2e1.1o1	0.3745098;0.6254902	0.15628498852153647;0.15628504288647926	True	False	False	2	2	143857444-143857752;143857583-143857752	
ENC1	ENC1:t:74634684-74636498	t|1e1.1o1|1e2.1o1	0.9879501;0.012049941	0.01525099445664338;0.015254314419456943	False	False	True	2	3	74636498-74640307;74636498-74637494	
FAM92A1	FAM92A1:s:93709771-93709875	s|1e1.1o1|1e2.1o1	0.8717608;0.12823921	0.07278597296770886;0.072786394167536	False	False	True	2	3	93709875-93718675;93709875-93726394	
PRRC2B	PRRC2B:s:131459164-131459356	s|1e1.1o2|1e1.2o2	0.8045635;0.19543651	0.11353997168441239;0.11353988413643604	False	True	False	2	2	131459356-131464763;131459356-131464766	
CCNH	CCNH:s:87412435-87413033	s|1e1.1o1|2e1.1o1	0.7376931;0.26230693	0.1096882254387936;0.10968824869785913	True	False	False	2	2	87411346-87412678;87411346-87412435	
KHDRBS2	KHDRBS2:t:61679960-61681060	t|1e1.1o1|1e2.1o1	0.088374004;0.911626	0.03688049200243102;0.03688112397693647	False	False	True	2	3	61681060-61732682;61681060-61697195	
ANKRD42	ANKRD42:s:83211295-83211430	s|1e1.1o1|1e2.1o1	0.0698052;0.9301948	0.09109616488609901;0.09109616090138226	False	False	True	2	3	83211430-83212653;83211430-83224855	
SMEK2	SMEK2:s:55603978-55604076	s|1e1.1o1|1e2.1o1	0.9767316;0.023268398	0.03328598735482272;0.033285044107939366	False	False	True	2	3	55599039-55603978;55588956-55603978	
MAPT	MAPT:s:45971859-45971945	s|1e1.1o1|1e2.1o1	0.118102476;0.88189757	0.06114920200478884;0.06114880116259428	False	False	True	2	3	45971945-45974385;45971945-45978375	
FAM92A1	FAM92A1:s:93718675-93718788	s|1e1.1o1|1e2.1o1	0.031582445;0.9684175	0.0306105504908508;0.03061138248428055	False	False	True	2	3	93718788-93724510;93718788-93726394	
ARHGAP21	ARHGAP21:s:24629996-24630050	s|1e1.1o1|1e2.1o1	0.99635035;0.003649635	0.0024882290275864685;0.0024894805344847803	False	False	True	2	3	24622762-24629996;24621369-24629996	
AGBL4	AGBL4:t:na-48736452	t|1e1.1o1|1e2.1o1	0.9583333;0.041666668	0.056006604287292386;0.05600656545334262	False	False	True	2	3	48736452-48758900;48736452-48737159	
MFSD6	MFSD6:s:190497439-190497719	s|1e1.1o1|1e2.1o1	0.99242425;0.007575758	0.00824757668101775;0.00824947855124943	False	False	True	2	3	190497719-190499832;190497719-190500015	
PPFIA4	PPFIA4:s:203075577-203075757	s|1e1.1o1|1e2.1o1	0.7135416;0.2864583	0.1750993580821719;0.17509933854370105	False	False	True	2	3	203075757-203075968;203075757-203076341	
FAM92A1	FAM92A1:t:93726394-93726513	t|1e1.1o1|1e2.1o1|1e3.1o1	0.09826203;0.89304817;0.007092199	0.05623385508598875;0.05740255510657777;0.009623456132489943	False	False	True	3	4	93709875-93726394;93718788-93726394;93724595-93726394	
PRRC2B	PRRC2B:s:131492169-131492260	s|1e1.1o1|1e2.1o1	0.45434028;0.5456597	0.10278202386497474;0.10278207120272018	False	False	True	2	3	131492260-131494405;131492260-131495740	
ANKRD42	ANKRD42:s:83240759-83240934	s|1e1.1o1|1e2.1o1	0.6664474;0.33355263	0.09333172143520638;0.09333164017784781	False	False	True	2	3	83240934-83245498;83240934-83247943	
KIAA1468	KIAA1468:s:62211153-62211242	s|1e1.1o1|1e2.1o1	0.5;0.5	0.10832996899072797;0.10832994089691504	False	False	True	2	3	62211242-62221037;62211242-62221219	
MAPT	MAPT:t:45978375-45978440	t|1e1.1o1|1e2.1o1|1e3.1o1	0.3571027;0.6128472;0.022410545	0.08236679215999164;0.0829294142778001;0.02391701094340425	False	False	True	3	4	45962470-45978375;45971945-45978375;45974471-45978375	
CCNH	CCNH:s:87407976-87408186	s|1e1.1o1|1e2.1o1	0.6689035;0.33109647	0.07223735813929238;0.07223749346774153	False	False	True	2	3	87405007-87407976;87401772-87407976	
WAC	WAC:s:28590720-28590832	s|1e1.1o1|1e2.1o1	0.9921404;0.007859631	0.004869653761817481;0.004863172927989096	False	False	True	2	3	28590832-28595733;28590832-28608186	
KHDRBS2	KHDRBS2:s:61678887-61678947	s|1e1.1o1|1e2.1o1	0.86803406;0.13196595	0.08027883402689003;0.0802788839925416	False	False	True	2	3	61661364-61678887;61652317-61678887	
ARHGAP21	ARHGAP21:s:24619473-24621369	s|1e1.1o1|1e2.1o1	0.009751296;0.9902487	0.005133093404218844;0.005146945798045335	False	False	True	2	3	24609531-24619473;24607903-24619473	
ANKRD42	ANKRD42:t:83247943-83248971	t|1e1.1o1|1e2.1o1	0.35547972;0.6445203	0.09400099691233249;0.0940010457710395	False	False	True	2	3	83240934-83247943;83245624-83247943	
KIAA1468	KIAA1468:t:62221219-62221274	t|1e1.1o1|1e2.1o1	0.3919872;0.6080128	0.09442342935841416;0.0944234278923548	False	False	True	2	3	62211242-62221219;62221108-62221219	
NRXN3	NRXN3:t:78957242-78957361	t|1e1.1o1|1e2.1o1	0.115530305;0.8844697	0.08856545165656342;0.08856578408155079	False	False	True	2	3	78803823-78957242;78810344-78957242	
ZC3H8	ZC3H8:t:112250191-112250272	t|1e1.1o1|1e2.1o1	0.9629121;0.037087914	0.0547146944537117;0.05471468258329879	False	False	True	2	3	112250272-112254908;112250272-112253970	
KIAA1468	KIAA1468:s:62252664-62252754	s|1e1.1o1|1e2.1o1	0.15713166;0.8428683	0.09402506056085158;0.0940249403341567	False	False	True	2	3	62252754-62254692;62252754-62255407	
