Gene ID	LSV ID	LSV Type	E(PSI) per LSV junction	StDev(E(PSI)) per LSV junction	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
SOGA3	SOGA3:s:127446408-127447740	s|1e1.1o1|2e1.1o1	0.012820513;0.98717946	0.01608509116311848;0.01608626245328641	True	False	False	2	2	127444282-127446872;127444282-127446408	
GK5	GK5:t:142182923-142183049	t|1e1.1o1|1e2.1o1	0.65707237;0.34292763	0.14597994179197155;0.1459799399511065	False	False	True	2	3	142183049-142185929;142183049-142184711	
METTL9	METTL9:s:21624931-21625115	s|1e1.1o2|1e1.2o2	0.8570261;0.14297387	0.12402546293628218;0.12402532109467523	False	True	False	2	2	21625115-21655227;21625115-21655230	
RYR2	RYR2:t:237698965-237699025	t|1e1.1o1|1e2.1o1|1e3.1o1	0.026183523;0.1996691;0.7724048	0.019123932979311163;0.04139436350658136;0.04273035767235058	False	False	True	3	4	237674846-237698965;237680577-237698965;237687504-237698965	
LINC00265	LINC00265:s:39733568-39734044	s|1e1.1o1|1e2.1o1	0.42914438;0.5708556	0.11270686611778745;0.11270679847262532	False	False	True	2	3	39734044-39763548;39734044-39767404	
ANKRD20A4	ANKRD20A4:t:64378674-64378811	t|1e1.1o1|1e2.1o1	0.1980026;0.8019974	0.08103920256317729;0.0810393850909509	False	False	True	2	3	64373637-64378674;64377627-64378674	
WHSC1	WHSC1:s:1939654-1939778	s|1e1.1o1|1e2.1o1	0.6371753;0.36282468	0.1410602671637465;0.14106022579807925	False	False	True	2	3	1939778-1942339;1939778-1951072	
ANKRD20A4	ANKRD20A4:s:64390717-64390786	s|1e1.1o2|1e1.2o2	0.3136574;0.6863426	0.13056640403475503;0.13056631072423786	False	True	False	2	2	64390786-64394738;64390786-64394741	
PHF14	PHF14:s:10974835-10974945	s|1e1.1o1|1e2.1o1	0.98818827;0.011811756	0.010178423040371094;0.010176816049034736	False	False	True	2	3	10974945-10982372;10974945-10990703	
BMP2K	BMP2K:s:78878734-78879440	s|1e1.1o1|1e2.1o1	0.029411765;0.9705882	0.04169905631483772;0.04169885252985654	False	False	True	2	3	78878891-78887174;78878891-78910610	
RYR2	RYR2:s:237760955-237761028	s|1e1.1o1|1e2.1o1	0.022408027;0.977592	0.02056435715632143;0.020562387695494917	False	False	True	2	3	237761028-237769587;237761028-237770807	
RYR2	RYR2:t:237770807-237770887	t|1e1.1o1|1e2.1o1	0.9082509;0.09174906	0.05177699748535623;0.05177716373220014	False	False	True	2	3	237761028-237770807;237769619-237770807	
PTPN4	PTPN4:s:119920069-119920241	s|1e1.1o1|1e2.1o1	0.4586923;0.5413077	0.07077225532572741;0.07077226034055185	False	False	True	2	3	119920241-119926598;119920241-119932424	
TCP1	TCP1:s:159787743-159787871	s|1e1.1o1|1e2.1o1	0.780625;0.219375	0.12313299431879549;0.12313304048408956	False	False	True	2	3	159785997-159787743;159784067-159787743	
BMP2K	BMP2K:t:78910610-78916365	t|1e1.1o1|1e2.1o1	0.9705882;0.029411765	0.04169885252985654;0.04169905631483772	False	False	True	2	3	78878891-78910610;78887284-78910610	
UVRAG	UVRAG:t:75983387-75983513	t|1e1.1o1|1e2.1o1	0.99393916;0.0060608285	0.005872889719949845;0.005883620398917743	False	False	True	2	3	75961549-75983387;75980038-75983387	
LINC00265	LINC00265:t:39767404-39767670	t|1e1.1o1|1e2.1o1	0.56439394;0.43560606	0.12691175944106134;0.12691182124854866	False	False	True	2	3	39734044-39767404;39763671-39767404	
LINC00265	LINC00265:s:39782735-39782799	s|1e1.1o1|1e2.1o1	0.25;0.75	0.14488866636823317;0.1448887668607719	False	False	True	2	3	39782799-39788482;39782799-39789354	
PHF14	PHF14:t:10990703-10990847	t|1e1.1o1|1e2.1o1	0.09375;0.90625	0.08317232436753534;0.08317241618652224	False	False	True	2	3	10974945-10990703;10983159-10990703	
DPYSL2	DPYSL2:t:26581969-26582057	t|1e1.1o1|1e2.1o1	0.012989204;0.9870108	0.01607970969737095;0.016080334462489305	False	False	True	2	3	26514679-26581969;26578293-26581969	
UBTF	UBTF:s:44212819-44212939	s|1e1.1o1|1e2.1o1	0.5;0.5	0.16449904809809787;0.16449904105587942	False	False	True	2	3	44212454-44212819;44212006-44212819	
UVRAG	UVRAG:t:76016815-76016980	t|1e1.1o1|1e2.1o1	0.86585367;0.13414635	0.07564018186411975;0.07564000218278367	False	False	True	2	3	76008867-76016815;76013102-76016815	
CRCP	CRCP:s:66127704-66127740	s|1e1.1o1|1e2.1o1	0.35044643;0.64955354	0.15972189707452722;0.15972187833682422	False	False	True	2	3	66127740-66130127;66127740-66130744	
SETD2	SETD2:s:47083720-47084382	s|1e1.1o1|1e2.1o1	0.38465193;0.61534804	0.0847726036733897;0.08477264917080753	False	False	True	2	3	47081083-47083720;47067118-47083720	
CRCP	CRCP:t:66130744-66130842	t|1e1.1o1|1e2.1o1	0.69722223;0.30277777	0.15021114499244764;0.15021115148689484	False	False	True	2	3	66127740-66130744;66130248-66130744	
LINC00265	LINC00265:t:39789354-39789544	t|1e1.1o1|1e2.1o1	0.46437198;0.535628	0.1311557294727118;0.13115573838912392	False	False	True	2	3	39782799-39789354;39788604-39789354	
ST7	ST7:t:117099762-117099844	t|1e1.1o1|1e2.1o1	0.11634199;0.883658	0.07516268296687847;0.07516260638887029	False	False	True	2	3	116953691-117099762;117020629-117099762	
SHANK1	SHANK1:s:50687582-50687662	s|1e1.1o1|1e2.1o1	0.052250445;0.94774956	0.03846519859329572;0.03846586587684539	False	False	True	2	3	50687040-50687582;50686812-50687582	
PHYHIP	PHYHIP:s:22231796-22232338	s|1e1.1o1|1e2.1o1	0.017857144;0.98214287	0.022438633764439914;0.02243871650019735	False	False	True	2	3	22228909-22231796;22228386-22231796	
UBTF	UBTF:t:44211873-44212006	t|1e1.1o1|1e2.1o1	0.5347222;0.4652778	0.1523868646450323;0.15238688343109655	False	False	True	2	3	44212006-44212819;44212006-44212344	
RYR2	RYR2:s:237783675-237784972	s|1e1.1o2|1e1.2o2	0.9803083;0.019691678	0.01166199971624718;0.0116646196775562	False	True	False	2	2	237784972-237785969;237784972-237785975	
NAA35	NAA35:t:85942155-85942283	t|1e1.1o1|1e2.1o1	0.96666664;0.033333335	0.0458087354640997;0.04580956793647815	False	False	True	2	3	85941273-85942155;85941874-85942155	
SETD2	SETD2:t:47067070-47067118	t|1e1.1o1|1e2.1o1	0.756583;0.24341707	0.07911144081205111;0.0791112965949286	False	False	True	2	3	47067118-47083720;47067118-47079512	
LGALS8	LGALS8:s:236542761-236542787	s|1e1.1o1|1e2.1o1	0.15277779;0.8472222	0.1278869181889007;0.1278871229779288	False	False	True	2	3	236542787-236542915;236542787-236543560	
PHF14	PHF14:s:11061791-11061851	s|1e1.1o1|2e1.1o1	0.95277643;0.047223605	0.023789695918201695;0.023789038658257256	True	False	False	2	2	11061841-11061964;11061851-11061964	
AGAP6	AGAP6:t:50008711-50010499	t|1e1.1o1|1e2.1o1	0.9333297;0.06667033	0.0413395798034879;0.04134016728890859	False	False	True	2	3	50008076-50008711;50008633-50008711	
PHF14	PHF14:s:11061964-11062085	s|1e1.1o1|1e2.1o1|1e3.1o1	0.07081453;0.37407404;0.58504987	0.051199978729760946;0.1076258941752598;0.10874925925053562	False	False	True	3	4	11062085-11062671;11062085-11102486;11062085-11111350	
MBOAT2	MBOAT2:t:8860613-8860764	t|1e1.1o1|1e2.1o1	0.96770835;0.032291666	0.04718947104992899;0.04718946341906848	False	False	True	2	3	8860764-8862590;8860764-8862271	
EAF1	EAF1:s:15429913-15430007	s|1e1.1o1|1e2.1o1	0.88461536;0.115384616	0.1306814758853544;0.13068145734043446	False	False	True	2	3	15430007-15432087;15430007-15434348	
PHYHIP	PHYHIP:t:22228193-22228386	t|1e1.1o1|1e2.1o1	0.98214287;0.017857144	0.02243871650019735;0.022438633764439914	False	False	True	2	3	22228386-22231796;22228386-22228788	
NAA35	NAA35:t:85974967-85975033	t|1e1.1o1|1e2.1o1	0.92424244;0.07575758	0.06490079176887166;0.06490084615944823	False	False	True	2	3	85962180-85974967;85966674-85974967	
MICU2	MICU2:t:21514353-21514418	t|1e1.1o1|1e2.1o1	0.70383525;0.29616475	0.12412808138302187;0.12412794440879159	False	False	True	2	3	21514418-21521245;21514418-21515534	
PTPN4	PTPN4:t:119920069-119920241	t|1e1.1o1|1e2.1o1	0.96510947;0.03489048	0.02827802833964962;0.028279587070424318	False	False	True	2	3	119915242-119920069;119916690-119920069	
LGALS8	LGALS8:t:236543560-236543648	t|1e1.1o1|1e2.1o1	0.96547616;0.03452381	0.04957996312574132;0.04957936638961599	False	False	True	2	3	236542787-236543560;236543040-236543560	
DDX3Y	DDX3Y:t:12907537-12907594	t|1e1.1o1|1e2.1o1	0.9519231;0.048076924	0.03615537750800969;0.03615510874887688	False	False	True	2	3	12904981-12907537;12905815-12907537	
DDX5	DDX5:s:64501057-64502069	s|1e1.1o2|1e1.2o2	0.025657896;0.9743421	0.03384836241843633;0.03384791602048313	False	True	False	2	2	64500882-64502010;64500773-64502010	
ADAR	ADAR:s:154601041-154602248	s|1e1.1o1|2e1.1o1	0.006424248;0.99357575	0.00369627153085749;0.0037079794104700452	True	False	False	2	2	154598585-154601231;154598585-154601041	
PTPN4	PTPN4:t:119932424-119932549	t|1e1.1o1|1e2.1o1	0.47916666;0.5208333	0.06194850149425852;0.06194843411073317	False	False	True	2	3	119920241-119932424;119926666-119932424	
SHANK1	SHANK1:t:50686744-50686812	t|1e1.1o1|1e2.1o1	0.89250696;0.107493	0.053811362189231576;0.05381162342841669	False	False	True	2	3	50686812-50687582;50686812-50687017	
TARS2	TARS2:s:150492411-150492489	s|1e1.1o1|1e2.1o1	0.22206897;0.77793103	0.11653731983601287;0.11653735039831305	False	False	True	2	3	150492489-150496482;150492489-150497530	
MICU2	MICU2:s:21502926-21503097	s|1e1.1o1|1e2.1o1	0.64875734;0.35124266	0.10255496185263045;0.10255503404255752	False	False	True	2	3	21496160-21502926;21495318-21502926	
MICU2	MICU2:t:21495161-21495318	t|1e1.1o1|1e2.1o1	0.7125;0.28750002	0.12783257582055724;0.12783265105312996	False	False	True	2	3	21495318-21502926;21495318-21496052	
PIGT	PIGT:t:45418852-45418979	t|1e1.1o1|1e2.1o1	0.035714287;0.96428573	0.05157006755729271;0.05157079592890472	False	False	True	2	3	45416343-45418852;45416694-45418852	
NRXN3	NRXN3:s:78297831-78297860	s|1e1.1o1|1e2.1o1	0.15765765;0.8423424	0.07411127837996509;0.07411144431844455	False	False	True	2	3	78297860-78300680;78297860-78645120	
USP16	USP16:s:29036271-29036374	s|1e1.1o2|1e1.2o2	0.5036765;0.49632353	0.08409186521179952;0.0840917807002784	False	True	False	2	2	29036374-29037276;29036374-29037279	
ST7	ST7:s:117131885-117131960	s|1e1.1o1|1e2.1o1	0.46651787;0.53348213	0.14935734493050426;0.1493573800536194	False	False	True	2	3	117131960-117134124;117131960-117136081	
TCP1	TCP1:t:159783941-159784067	t|1e1.1o1|1e2.1o1	0.029126517;0.9708735	0.018630884752487094;0.01862965786691142	False	False	True	2	3	159784067-159787743;159784067-159784666	
DDX3Y	DDX3Y:s:12916517-12916634	s|1e1.1o2|1e1.2o2	0.92585516;0.07414486	0.029737643876890554;0.029738204347177832	False	True	False	2	2	12916634-12916907;12916634-12916976	
PPFIA1	PPFIA1:s:70331960-70332094	s|1e1.1o1|1e2.1o1	0.7584956;0.2415044	0.06891127732254974;0.06891123756473448	False	False	True	2	3	70332094-70333022;70332094-70333470	
NRXN3	NRXN3:t:78645120-78645421	t|1e1.1o1|1e2.1o1|1e3.1o1	0.85027516;0.107526876;0.036591478	0.07874980822247143;0.0711744454649296;0.037174903591527926	False	False	True	3	4	78297860-78645120;78300691-78645120;78403878-78645120	
ADAR	ADAR:s:154590184-154590409	s|1e1.1o1|2e1.1o1	0.025;0.975	0.034384733848431555;0.03438419031677258	True	False	False	2	2	154589928-154590262;154589928-154590184	
UBA6	UBA6:s:67644698-67644778	s|1e1.1o1|1e2.1o1	0.8349284;0.16507156	0.05606961521825778;0.05606957190433277	False	False	True	2	3	67641228-67644698;67639124-67644698	
TARS2	TARS2:t:150497530-150497747	t|1e1.1o1|1e2.1o1	0.5915072;0.4084928	0.11084657085997024;0.11084654600614234	False	False	True	2	3	150492489-150497530;150496908-150497530	
MIR4500HG	MIR4500HG:s:87670836-87670963	s|1e1.1o1|1e2.1o1	0.95383525;0.046164773	0.03737068491819775;0.03737086022621789	False	False	True	2	3	87615755-87670836;87511470-87670836	
ELAVL2	ELAVL2:s:23825806-23826344	s|1e1.1o1|1e2.1o1	0.19510135;0.8048986	0.09619332030790959;0.09619344559502528	False	False	True	2	3	23765099-23825806;23762249-23825806	
ACAP2	ACAP2:t:195392090-195392147	t|1e1.1o1|1e2.1o1	0.68813694;0.3118631	0.07391535472908026;0.07391531590059136	False	False	True	2	3	195392147-195442795;195392147-195410707	
ST7	ST7:t:117136081-117136235	t|1e1.1o1|1e2.1o1	0.6103896;0.38961038	0.14510195849959423;0.1451019046378759	False	False	True	2	3	117131960-117136081;117134192-117136081	
METAP2	METAP2:s:95474046-95474330	s|1e1.1o2|1e1.2o2	0.8195513;0.18044871	0.07412868923217054;0.07412866329740894	False	True	False	2	2	95474330-95476071;95474330-95476074	
FHOD3	FHOD3:s:36625511-36625749	s|1e1.1o1|1e2.1o1	0.98275864;0.01724138	0.021674156850998542;0.02167296972138795	False	False	True	2	3	36625749-36658075;36625749-36681436	
BMS1P20	BMS1P20:s:22303943-22304114	s|1e1.1o2|1e1.2o2	0.6084249;0.3915751	0.11055328312165694;0.11055325136311583	False	True	False	2	2	22304114-22306790;22304114-22306833	
UBA6	UBA6:t:67638943-67639124	t|1e1.1o1|1e2.1o1	0.16112143;0.8388786	0.056006770697418246;0.05600659086584506	False	False	True	2	3	67639124-67644698;67639124-67641151	
PPFIA1	PPFIA1:t:70333470-70333553	t|1e1.1o1|1e2.1o1	0.3386572;0.6613428	0.08199208757564064;0.08199216207875586	False	False	True	2	3	70332094-70333470;70333096-70333470	
WAC	WAC:t:28533998-28534034	t|1e1.1o1|1e2.1o1	0.24574316;0.75425684	0.08613092942092954;0.08613099343817215	False	False	True	2	3	28533007-28533998;28533620-28533998	
NRXN3	NRXN3:t:78651165-78651326	t|1e1.1o1|1e2.1o1	0.9267857;0.07321429	0.06946963047561813;0.06946919138631112	False	False	True	2	3	78645421-78651165;78649291-78651165	
ACAP2	ACAP2:s:195326885-195326959	s|1e1.1o1|1e2.1o1	0.96666664;0.033333335	0.05179367688152277;0.051793726224374795	False	False	True	2	3	195325455-195326885;195320813-195326885	
ACAP2	ACAP2:t:195320701-195320813	t|1e1.1o1|1e2.1o1	0.027777778;0.9722222	0.03881325455189783;0.03881393169172965	False	False	True	2	3	195320813-195326885;195320813-195325444	
KHDRBS2	KHDRBS2:s:62177185-62177312	s|1e1.1o1|1e2.1o1	0.04412189;0.95587814	0.02928477715553457;0.02928498678004145	False	False	True	2	3	62152312-62177185;62047994-62177185	
FHOD3	FHOD3:t:36658075-36658188	t|1e1.1o1|1e2.1o1|1e3.1o1	0.9770115;0.011494253;0.011494253	0.025892478038262882;0.016905136177763267;0.016905136177763267	False	False	True	3	4	36625749-36658075;36652929-36658075;36653416-36658075	
PPP2R5E	PPP2R5E:s:63382056-63382157	s|1e1.1o1|2e1.1o1	0.01234756;0.9876524	0.014799446810773971;0.01479477421722307	True	False	False	2	2	63376108-63382071;63376108-63382056	
TSNAXIP1	TSNAXIP1:t:67824583-67824779	t|1e1.1o1|1e2.1o1	0.6764706;0.32352942	0.15212931327041024;0.15212934049672194	False	False	True	2	3	67814401-67824583;67821225-67824583	
ELAVL2	ELAVL2:t:23762006-23762249	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	0.67814815;0.057692308;0.0054347827;0.23777579	0.0999890880962267;0.05150728206817029;0.00833918246025971;0.0911016514045915	False	False	True	4	5	23762249-23825806;23762249-23821605;23762249-23821227;23762249-23765009	
NRXN3	NRXN3:s:78803620-78803823	s|1e1.1o1|1e2.1o1	0.7601504;0.23984963	0.11568654126871085;0.11568657434068781	False	False	True	2	3	78803823-78810318;78803823-78957242	
NRXN3	NRXN3:t:78957242-78957361	t|1e1.1o1|1e2.1o1	0.19407308;0.8059269	0.09853481548176185;0.0985348431349985	False	False	True	2	3	78803823-78957242;78810344-78957242	
KHDRBS2	KHDRBS2:s:61978066-61978212	s|1e1.1o1|1e2.1o1	0.9407938;0.059206195	0.03489018651355017;0.03488965195057412	False	False	True	2	3	61901371-61978066;61894833-61978066	
THUMPD2	THUMPD2:t:39744370-39744478	t|1e1.1o1|1e2.1o1	0.16145834;0.8385416	0.14118989967256484;0.14118989767439472	False	False	True	2	3	39744478-39755889;39744478-39755295	
FHOD3	FHOD3:t:36681436-36681570	t|1e1.1o1|1e2.1o1	0.03125;0.96875	0.04291973295280143;0.04292013079081441	False	False	True	2	3	36625749-36681436;36658188-36681436	
ELAVL2	ELAVL2:s:23693448-23693486	s|1e1.1o2|1e1.2o2	0.32352942;0.6764706	0.16170075368823159;0.16170069719476982	False	True	False	2	2	23692887-23693448;23692884-23693448	
ARHGAP21	ARHGAP21:t:24721837-24722346	t|1e1.1o1|1e2.1o1	0.2752404;0.7247596	0.16585295188248714;0.16585292349571312	False	False	True	2	3	24722279-24723562;24722279-24722486	
TRIP11	TRIP11:s:92039547-92040140	s|1e1.1o2|1e1.2o2	0.9453125;0.0546875	0.03910103495794695;0.03910134835664988	False	True	False	2	2	92033253-92039547;92033250-92039547	
TJAP1	TJAP1:s:43502283-43502349	s|1e1.1o1|1e2.1o1	0.14171124;0.85828876	0.12696025461838292;0.12696022863369902	False	False	True	2	3	43502349-43502588;43502349-43503401	
ENC1	ENC1:s:74640307-74641424	s|1e1.1o1|1e2.1o1	0.036276225;0.9637238	0.042337234091141054;0.04233728988261276	False	False	True	2	3	74637618-74640307;74636498-74640307	
LAMP2	LAMP2:s:120441730-120441894	s|1e1.1o1|1e2.1o2|1e2.2o2	0.7485663;0.2008102;0.03561254	0.10246883207433008;0.09501861551551426;0.052237089285181317	False	True	True	3	3	120439293-120441730;120431462-120441730;120428626-120441730	
ENC1	ENC1:t:74634684-74636498	t|1e1.1o1|1e2.1o1	0.9850713;0.014928699	0.021534697111334093;0.021535725384831807	False	False	True	2	3	74636498-74640307;74636498-74637494	
RASA2	RASA2:s:141573944-141574067	s|1e1.1o1|1e2.1o1	0.38816288;0.61183715	0.09593480610395978;0.09593486966413659	False	False	True	2	3	141574067-141577000;141574067-141580368	
FUBP3	FUBP3:t:130635999-130636126	t|1e1.1o1|1e2.1o1	0.16190477;0.8380952	0.1045251330063833;0.1045251229223059	False	False	True	2	3	130632278-130635999;130634738-130635999	
ARHGAP21	ARHGAP21:s:24629996-24630050	s|1e1.1o1|1e2.1o1	0.9554801;0.044519864	0.01542141572515735;0.01542091356728029	False	False	True	2	3	24622762-24629996;24621369-24629996	
RPL23AP53	RPL23AP53:t:208344-213710	t|1e1.1o1|1e2.1o1	0.925;0.075	0.08771520557236359;0.08771568292839145	False	False	True	2	3	213710-219290;213710-216374	
ARHGAP21	ARHGAP21:s:24619473-24621369	s|1e1.1o1|1e2.1o1	0.00072361325;0.9992764	3.681375715146283e-10;0.0	False	False	True	2	3	24609531-24619473;24607903-24619473	
KHDRBS2	KHDRBS2:t:61894635-61894833	t|1e1.1o1|1e2.1o1	0.040294413;0.9597056	0.02506627698826331;0.025065419412107267	False	False	True	2	3	61894833-61978066;61894833-61901244	
WAC	WAC:s:28590720-28590832	s|1e1.1o1|1e2.1o1	0.9974315;0.0025685234	0.00018375244380756868;0.00023114543168450955	False	False	True	2	3	28590832-28595733;28590832-28608186	
SPIN3	SPIN3:s:56995216-56995612	s|1e1.1o1|2e1.1o1|3e1.1o1	0.17000002;0.26601082;0.5617845	0.10163055080116859;0.10627703760914921;0.11926328355875009	True	False	False	3	2	56994949-56995281;56994949-56995242;56994949-56995216	
RASA2	RASA2:t:141580368-141580451	t|1e1.1o1|1e2.1o1	0.64017856;0.35982144	0.10435472029977641;0.10435472481898053	False	False	True	2	3	141574067-141580368;141577106-141580368	
USP4	USP4:t:49311514-49311654	t|1e1.1o1|1e2.1o1	0.21780303;0.782197	0.14180658430097418;0.14180657260997898	False	False	True	2	3	49311654-49324702;49311654-49318309	
RASA2	RASA2:s:141586025-141586229	s|1e1.1o1|2e1.1o1	0.78333336;0.21666667	0.1056349725682591;0.10563482504085364	True	False	False	2	2	141586098-141586646;141586229-141586646	
AGBL4	AGBL4:s:49697277-49697437	s|1e1.1o1|2e1.1o1	0.919629;0.08037102	0.03154294236079309;0.031543856682997126	True	False	False	2	2	49245864-49697313;49245864-49697277	
ARHGAP21	ARHGAP21:t:24619473-24621369	t|1e1.1o1|1e2.1o1	0.030057762;0.9699422	0.012829216782752674;0.012824128353797929	False	False	True	2	3	24621369-24629996;24621369-24622733	
TJAP1	TJAP1:t:43503401-43503508	t|1e1.1o1|1e2.1o1	0.85294116;0.14705883	0.10923527508391778;0.1092353780118216	False	False	True	2	3	43502349-43503401;43502617-43503401	
PCDH17	PCDH17:s:57666468-57666526	s|1e1.1o2|1e1.2o2	0.9;0.1	0.08306407803188504;0.08306412401794336	False	True	False	2	2	57666526-57666661;57666526-57666664	
DDHD2	DDHD2:t:38247713-38247835	t|1e1.1o1|1e2.1o1	0.06832299;0.931677	0.08402322831782934;0.08402346888772479	False	False	True	2	3	38245950-38247713;38246300-38247713	
DDHD2	DDHD2:s:38260040-38260147	s|1e1.1o3|1e1.2o3|1e1.3o3	0.10763889;0.56403506;0.30964053	0.08771577688612756;0.13236248507018636;0.11253033860664231	False	True	False	3	2	38260147-38260564;38260147-38260600;38260147-38261538	
USP4	USP4:s:49280744-49280847	s|1e1.1o1|1e2.1o1	0.4966216;0.5033784	0.08875118713428097;0.08875119392051652	False	False	True	2	3	49278902-49280744;49278451-49280744	
ARHGAP21	ARHGAP21:t:24607745-24607903	t|1e1.1o1|1e2.1o1	0.996299;0.0037009642	0.0004752205962704081;0.0004370702135244386	False	False	True	2	3	24607903-24619473;24607903-24609430	
PRRC2B	PRRC2B:s:131459164-131459356	s|1e1.1o2|1e1.2o2	0.8030303;0.1969697	0.09357683141184069;0.09357680480927048	False	True	False	2	2	131459356-131464763;131459356-131464766	
WAC	WAC:s:28608186-28608431	s|1e1.1o2|1e1.2o2	0.9399118;0.06008821	0.02434285419618506;0.024341745679887637	False	True	False	2	2	28608431-28610699;28608431-28610708	
PRRC2B	PRRC2B:s:131481726-131481808	s|1e1.1o2|1e1.2o2	0.16666667;0.8333333	0.10497537574985624;0.1049752777733363	False	True	False	2	2	131481808-131482371;131481808-131482374	
PRRC2B	PRRC2B:s:131492169-131492260	s|1e1.1o1|1e2.1o1	0.5975232;0.4024768	0.13931029529794328;0.1393103376162522	False	False	True	2	3	131492260-131494405;131492260-131495740	
TRIP11	TRIP11:s:92014215-92014577	s|1e1.1o1|1e2.1o1	0.68568575;0.31431422	0.09327155627159071;0.0932714974274283	False	False	True	2	3	92011795-92014215;92007852-92014215	
NAF1	NAF1:s:163137199-163137250	s|1e1.1o1|1e2.1o1	0.9673913;0.032608695	0.031812627482913;0.03181210337279086	False	False	True	2	3	163133256-163137199;163129348-163137199	
USP4	USP4:t:49277144-49278451	t|1e1.1o1|1e2.1o1	0.40270007;0.59729993	0.07329577620894989;0.07329595054446354	False	False	True	2	3	49278451-49280744;49278451-49278814	
RASA2	RASA2:s:141586646-141586755	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	0.046961464;0.55216676;0.06485435;0.33250344	0.03174819980866941;0.0652622905491756;0.03085615149870406;0.0634323616561034	True	False	True	4	3	141586752-141590130;141586752-141607678;141586755-141590130;141586755-141607678	
ARHGAP21	ARHGAP21:s:24591642-24591683	s|1e1.1o1|1e2.1o1|i	0.4837212;0.001633987;0.5147013	0.049774984379096214;0.0006488742990864785;0.049771785889090515	False	False	True	2	3	24591330-24591642;24589302-24591642;24591331-24591641	24591331-24591641
ANKS1A	ANKS1A:s:34970010-34970166	s|1e1.1o1|1e2.1o1	0.18631448;0.81368554	0.05305230125836244;0.05305227349344097	False	False	True	2	3	34970166-34972581;34970166-34981690	
ARHGAP21	ARHGAP21:s:24591225-24591330	s|1e1.1o2|1e1.2o2|1e2.1o1	0.60438883;0.044470057;0.3514014	0.050463347329266224;0.02363372490035598;0.05016729418707034	False	True	True	3	3	24590479-24591225;24590226-24591225;24589302-24591225	
ANKS1A	ANKS1A:s:34981690-34981986	s|1e1.1o1|1e2.1o1	0.26365423;0.73634577	0.04769426966923618;0.047694371563979314	False	False	True	2	3	34981986-34982752;34981986-34983113	
